timestamp_iso,attempted_rps,achieved_rps,errors,p50_ms,p95_ms,p99_ms,p999_ms,max_ms
2026-07-15T11:27:07.424Z,0.00,0.00,0,1.97,14.47,14.47,14.47,14.47
2026-07-15T11:27:08.421Z,3.01,3.01,0,1.43,1.92,1.92,1.92,1.92
2026-07-15T11:27:09.421Z,3.00,3.00,0,1.63,2.10,2.10,2.10,2.10
2026-07-15T11:27:10.421Z,3.00,3.00,0,2.35,2.40,2.40,2.40,2.40
2026-07-15T11:27:11.422Z,3.00,3.00,0,2.61,6.37,6.37,6.37,6.37
2026-07-15T11:27:12.421Z,3.00,3.00,0,2.24,7.75,7.75,7.75,7.75
2026-07-15T11:27:13.422Z,3.00,3.00,0,2.51,11.69,11.69,11.69,11.69
2026-07-15T11:27:14.421Z,3.00,3.00,0,2.23,2.82,2.82,2.82,2.82
2026-07-15T11:27:15.421Z,3.00,2.00,0,1.62,2.46,2.46,2.46,2.46
2026-07-15T11:27:16.421Z,3.00,3.00,0,2.07,8.39,8.39,8.39,8.39
2026-07-15T11:27:17.421Z,3.00,3.00,0,2.00,2.06,2.06,2.06,2.06
2026-07-15T11:27:18.421Z,3.00,3.00,0,2.47,9.60,9.60,9.60,9.60
2026-07-15T11:27:19.421Z,3.00,3.00,0,2.49,7.08,7.08,7.08,7.08
2026-07-15T11:27:20.421Z,3.00,3.00,0,1.63,1.83,1.83,1.83,1.83
2026-07-15T11:27:21.421Z,3.00,3.00,0,1.98,8.63,8.63,8.63,8.63
2026-07-15T11:27:22.421Z,3.00,3.00,0,1.95,5.18,5.18,5.18,5.18
2026-07-15T11:27:23.421Z,3.00,4.00,0,1.43,8536.06,8536.06,8536.06,8536.06
2026-07-15T11:27:24.421Z,3.00,3.00,0,2.07,2.10,2.10,2.10,2.10
2026-07-15T11:27:25.421Z,3.00,3.00,0,1.85,2.32,2.32,2.32,2.32
2026-07-15T11:27:26.421Z,3.00,3.00,0,1.85,2.11,2.11,2.11,2.11
2026-07-15T11:27:27.421Z,3.00,3.00,0,2.11,2.11,2.11,2.11,2.11
2026-07-15T11:27:28.421Z,3.00,3.00,0,2.93,10.74,10.74,10.74,10.74
2026-07-15T11:27:29.421Z,3.00,3.00,0,2.18,5.13,5.13,5.13,5.13
2026-07-15T11:27:30.421Z,3.00,2.00,0,2.03,3.70,3.70,3.70,3.70
2026-07-15T11:27:31.421Z,3.00,2.00,0,3.29,9.88,9.88,9.88,9.88
2026-07-15T11:27:32.421Z,3.00,3.00,0,1.93,3.05,3.05,3.05,3.05
2026-07-15T11:27:33.421Z,3.00,3.00,0,1.72,5.82,5.82,5.82,5.82
2026-07-15T11:27:34.421Z,3.00,2.00,0,2.15,4.45,4.45,4.45,4.45
2026-07-15T11:27:35.421Z,3.00,3.00,0,8.68,14.72,14.72,14.72,14.72
2026-07-15T11:27:36.421Z,3.00,3.00,0,5.91,18.16,18.16,18.16,18.16
2026-07-15T11:27:37.421Z,3.00,3.00,0,6.36,103.74,103.74,103.74,103.74
2026-07-15T11:27:38.421Z,3.00,2.00,0,4.72,10.30,10.30,10.30,10.30
2026-07-15T11:27:39.421Z,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00
2026-07-15T11:27:40.421Z,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00
2026-07-15T11:27:41.421Z,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00
2026-07-15T11:27:42.421Z,3.00,2.00,0,905.22,4530.18,4530.18,4530.18,4530.18
2026-07-15T11:27:43.421Z,3.00,2.00,0,872.96,4513.79,4513.79,4513.79,4513.79
2026-07-15T11:27:44.421Z,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00
2026-07-15T11:27:45.421Z,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00
2026-07-15T11:27:46.421Z,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00
2026-07-15T11:27:47.421Z,3.00,5.00,0,6316.03,7581.70,7581.70,7581.70,7581.70
2026-07-15T11:27:48.421Z,3.00,6.00,0,3393.54,9445.38,9445.38,9445.38,9445.38
2026-07-15T11:27:49.421Z,3.00,5.00,0,3225.60,18513.92,18513.92,18513.92,18513.92
2026-07-15T11:27:50.421Z,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00
2026-07-15T11:27:51.421Z,3.00,1.00,0,9617.41,9617.41,9617.41,9617.41,9617.41
2026-07-15T11:27:52.421Z,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00
2026-07-15T11:27:53.421Z,3.00,10.00,0,5042.18,19054.59,19054.59,19054.59,19054.59
2026-07-15T11:27:54.421Z,3.00,1.00,0,13713.41,13713.41,13713.41,13713.41,13713.41
2026-07-15T11:27:55.421Z,3.00,8.00,0,3616.77,5980.16,5980.16,5980.16,5980.16
2026-07-15T11:27:56.421Z,3.00,6.00,0,1372.16,13606.91,13606.91,13606.91,13606.91
2026-07-15T11:27:57.421Z,3.00,4.00,0,6643.71,7233.54,7233.54,7233.54,7233.54
2026-07-15T11:27:58.421Z,3.00,3.00,0,2408.45,4558.85,4558.85,4558.85,4558.85
2026-07-15T11:27:59.421Z,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00
2026-07-15T11:28:00.421Z,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00
2026-07-15T11:28:01.421Z,3.00,3.00,0,5238.78,5480.45,5480.45,5480.45,5480.45
2026-07-15T11:28:02.421Z,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00
2026-07-15T11:28:03.421Z,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00
2026-07-15T11:28:04.421Z,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00
2026-07-15T11:28:05.421Z,3.00,2.00,0,4997.12,8962.05,8962.05,8962.05,8962.05
2026-07-15T11:28:06.421Z,3.00,2.00,0,4354.05,6152.19,6152.19,6152.19,6152.19
2026-07-15T11:28:07.421Z,3.00,5.00,0,8527.87,9478.14,9478.14,9478.14,9478.14
2026-07-15T11:28:08.421Z,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00
2026-07-15T11:28:09.421Z,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00
2026-07-15T11:28:10.421Z,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00
