run_dir,scenario,bench_replica_count,replicas_in_bundle,sut,workload,load_mode,target_rps_per_replica,open_loop,total_achieved_rps_sum,total_successful_rps_sum,total_error_rps_sum,total_completed_rps_sum,total_attempted_rps_sum,total_requests,total_successful_requests,total_failed_requests,aggregate_error_rate,top_error_types,median_replica_p50_ms,median_replica_p95_ms,median_replica_p99_ms,median_replica_p999_ms,proxy_service_cpu_aligned_peak_pct,proxy_service_cpu_legacy_peak_sum_pct,proxy_host_cpu_aligned_peak_pct,postgres_cpu_pct_peak,postgres_cpu_pct_mean,postgres_rss_mb_peak,postgres_rss_mb_mean,bench_cpu_sum_pct,proxy_rss_mb_aligned_peak,total_cpu_pct,total_cpu_mean_pct,total_cpu_p95_pct,total_rss_mb_peak,total_rss_mb_mean,total_rss_mb_p95,comparison_label,comparison_path_resolved,latency_percentiles_source,merged_p50_ms,merged_p95_ms,merged_p99_ms,merged_p999_ms,hdr_unit_divisor
hikari-prod-20260705-061847,hikari-prod,4,4,HIKARI_DISCIPLINED,W5_HTAP,open-loop,8,True,15.103638478240665,15.103638478240665,16.71539165056186,31.819030128802524,30.806202951539092,29751,14122,15629,0.5253268797687473,SQLTransientConnectionException:15629,28598.271,80969.727,194772.99099999998,210894.847,,,,317.28,124.34727040816328,41636.75,19038.88913265306,0.8009018039840962,0.0,318.0809018039841,125.14817221214737,261.40140180398413,41636.75,19038.88913265306,41616.9,Hikari L,/home/rogerio/Projects/stressum/results/hikari-prod-20260705-061847,summary_json_median,,,,,
hikari-prod-20260705-061847,hikari-prod,4,4,HIKARI_DISCIPLINED,W5_HTAP,open-loop,8,True,15.103638478240665,15.103638478240665,16.71539165056186,31.819030128802524,30.806202951539092,29751,14122,15629,0.5253268797687473,SQLTransientConnectionException:15629,28598.271,80969.727,194772.99099999998,210894.847,,,,317.28,124.34727040816328,41636.75,19038.88913265306,0.8009018039840962,0.0,318.0809018039841,125.14817221214737,261.40140180398413,41636.75,19038.88913265306,41616.9,Hikari M,/home/rogerio/Projects/stressum/results/hikari-prod-20260705-061847,summary_json_median,,,,,
hikari-prod-20260705-075213,hikari-prod,4,4,HIKARI_DISCIPLINED,W5_HTAP,open-loop,8,True,16.59345449726494,16.59345449726494,15.197742855449548,31.791197352714484,30.806178240870516,29725,15515,14210,0.47804878048780486,SQLTransientConnectionException:14210,28360.703,77299.71100000001,183959.551,193134.59100000001,,,,335.05,152.00611111111112,41176.41,19002.148555555556,0.8508011015522281,0.0,335.90080110155225,152.85691221266336,301.01880110155224,41176.41,19002.148555555556,41041.42899999999,Hikari N,/home/rogerio/Projects/stressum/results/hikari-prod-20260705-075213,summary_json_median,,,,,
hikari-prod-20260705-092535,hikari-prod,4,4,HIKARI_DISCIPLINED,W5_HTAP,open-loop,8,True,16.189188371120974,16.189188371120974,15.589191849611245,31.778380220732217,30.806194714661316,29713,15137,14576,0.4905596876787938,SQLTransientConnectionException:14576,28385.279000000002,76414.975,183369.727,193462.271,,,,341.56,151.25706666666665,44213.8,19441.624533333335,0.8005003502752377,0.0,342.36050035027523,152.05756701694187,301.9135003502752,44213.8,19441.624533333335,43012.50699999994,Hikari O,/home/rogerio/Projects/stressum/results/hikari-prod-20260705-092535,summary_json_median,,,,,
hikari-prod-20260705-105926,hikari-prod,4,4,HIKARI_DISCIPLINED,W5_HTAP,open-loop,8,True,16.297212669158995,16.297212669158995,15.541068667285451,31.838281336444446,30.806202951539092,29769,15238,14531,0.4881252309449427,SQLTransientConnectionException:14531,28450.815000000002,77725.695,185204.735,196739.071,,,,341.05,150.43950338600453,40998.48,19317.039954853277,0.8017040603524873,0.0,341.8517040603525,151.241207446357,302.82370406035244,40998.48,19317.039954853277,40555.94199999998,Hikari P,/home/rogerio/Projects/stressum/results/hikari-prod-20260705-105926,summary_json_median,,,,,
hikari-prod-20260705-123252,hikari-prod,4,4,HIKARI_DISCIPLINED,W5_HTAP,open-loop,12,True,16.764576239408093,16.764576239408093,30.989064171889666,47.75364041129775,46.20712834051146,44650,15675,28975,0.648936170212766,SQLTransientConnectionException:28975,29327.359,79691.775,183369.727,195690.495,,,,363.16,168.26327944572748,42765.84,20479.56840646651,0.9017786200850639,0.0,364.0617786200851,169.16505806581253,300.799778620085,42765.84,20479.56840646651,42667.73,Hikari Q,/home/rogerio/Projects/stressum/results/hikari-prod-20260705-123252,summary_json_median,,,,,
hikari-prod-20260705-140647,hikari-prod,4,4,HIKARI_DISCIPLINED,W5_HTAP,open-loop,12,True,15.841601165238185,15.841601165238185,31.91207754911276,47.75367871435094,46.20716540477213,44650,14812,29838,0.6682642777155655,SQLTransientConnectionException:29838,29417.470999999998,82083.839,154927.103,200474.62300000002,,,,336.73,168.35528169014086,44253.41,20515.436971830986,0.9516535833071909,0.0,337.6816535833072,169.30693527344803,305.1966535833072,44253.41,20515.436971830986,43371.195,Hikari R,/home/rogerio/Projects/stressum/results/hikari-prod-20260705-140647,summary_json_median,,,,,
hikari-prod-20260705-154042,hikari-prod,4,4,HIKARI_DISCIPLINED,W5_HTAP,open-loop,12,True,17.14103925419456,17.14103925419456,30.61472740861393,47.7557666628085,46.20604647511003,44652,16027,28625,0.6410687091283706,SQLTransientConnectionException:28625,29368.319,78413.823,174653.439,188219.391,,,,343.21,168.2460502283105,42767.88,20817.359360730592,0.9015031321419473,0.0,344.11150313214193,169.14755336045246,297.35600313214195,42767.88,20817.359360730592,42706.13,Hikari S,/home/rogerio/Projects/stressum/results/hikari-prod-20260705-154042,summary_json_median,,,,,
hikari-prod-20260705-171439,hikari-prod,4,4,HIKARI_DISCIPLINED,W5_HTAP,open-loop,12,True,17.23944759505897,17.23944759505897,30.51528786570317,47.754735460762134,46.20715304997452,44651,16119,28532,0.6390002463550648,SQLTransientConnectionException:28532,29310.975,76840.959,172097.53499999997,183500.799,,,,338.97,162.72744966442957,45930.83,20590.079731543625,1.002004008016032,0.0,339.9720040080161,163.7294536724456,296.025004008016,45930.83,20590.079731543625,45153.70699999998,Hikari T,/home/rogerio/Projects/stressum/results/hikari-prod-20260705-171439,summary_json_median,,,,,
ojp-prod-20260704-141832,ojp-prod,4,4,OJP,W5_HTAP,open-loop,1,True,3.9993359097150494,3.9993359097150494,0.0022207589887996023,4.001556668703849,4.001556668703849,3604,3602,2,0.0005549389567147614,SQLException:1; SQLTransientConnectionException:1,6.4670000000000005,1598.975,6234.111,10039.295,300.43,455.62,312.03,316.29,21.52714016933208,8983.39,3652.369717779868,0.8006505755380191,647.39,617.5206505755381,26.399631571115542,151.277650575538,9630.779999999999,4260.104887889224,5895.41,OJP A,/home/rogerio/Projects/stressum/results/ojp-prod-20260704-141832,summary_json_median,,,,,
ojp-prod-20260704-155045,ojp-prod,4,4,OJP,W5_HTAP,open-loop,1,True,4.001993247258621,4.001993247258621,0.0,4.001993247258621,4.001993247258621,3604,3604,0,0.0,,6.227,1346.047,5044.223,9134.079,167.45999999999998,396.16999999999996,179.23,294.26,20.737017543859647,8298.02,3643.369104339797,0.8008008008008007,640.73,462.52080080080077,25.371524511528644,140.8718008008007,8938.75,4253.303820180184,5953.530999999998,OJP B,/home/rogerio/Projects/stressum/results/ojp-prod-20260704-155045,summary_json_median,,,,,
ojp-prod-20260704-172311,ojp-prod,4,4,OJP,W5_HTAP,open-loop,1,True,4.000589526596721,4.000589526596721,0.0011104288142952164,4.001699955411016,4.001699955411016,3604,3603,1,0.0002774694783573807,SQLException:1,6.185,1429.503,5466.111,9646.079,295.19,451.59000000000003,307.78,302.53,20.629338919925512,8960.91,3622.0085754189945,0.8005003502752377,666.31,598.5205003502751,25.303229203493657,151.01150035027493,9627.22,4246.984336486308,5846.765499999994,OJP C,/home/rogerio/Projects/stressum/results/ojp-prod-20260704-172311,summary_json_median,,,,,
ojp-prod-20260704-185535,ojp-prod,4,4,OJP,W5_HTAP,open-loop,1,True,4.001687747411192,4.001687747411192,0.0,4.001687747411192,4.001687747411192,3604,3604,0,0.0,,6.494999999999999,1231.359,5715.967000000001,9162.751,273.6,408.3,286.46,312.73,20.983538748832867,8268.39,3593.0142390289448,0.8006505755380191,640.7,587.1306505755381,25.67703780921937,157.285650575538,8909.09,4202.117214786521,5590.254999999999,OJP D,/home/rogerio/Projects/stressum/results/ojp-prod-20260704-185535,summary_json_median,,,,,
ojp-prod-20260704-202754,ojp-prod,4,4,OJP,W5_HTAP,open-loop,1,True,3.9953417536459335,3.9953417536459335,0.0055509225983627255,4.0008926762442965,4.0008926762442965,3604,3599,5,0.0013873473917869034,SQLTransientConnectionException:4; SQLException:1,6.481,1503.231,6500.351000000001,11128.831,180.52,420.81999999999994,189.16,304.94,22.03453433678269,8826.74,3623.7328410159926,0.8009512266648344,638.01,486.2609512266648,26.77391396150578,160.61295122666482,9464.75,4224.014782763566,5876.2164999999995,OJP E,/home/rogerio/Projects/stressum/results/ojp-prod-20260704-202754,summary_json_median,,,,,
ojp-prod-20260704-220123,ojp-prod,4,4,OJP,W5_HTAP,open-loop,4,True,14.399577438707148,14.399577438707148,1.3792313334889987,15.778808772196147,15.74164078455692,14438,13176,1262,0.08740822828646627,SQLTransientConnectionException:1017; SQLException:245,6.055,4827.135,12357.631000000001,35913.727,182.73,336.33,192.28,343.26,101.03944924406048,10589.38,5301.052796976242,1.451941365288833,679.9699999999999,527.4419413652888,108.55550578631392,295.0599413652887,11269.349999999999,5943.641207294178,9209.834499999999,OJP F,/home/rogerio/Projects/stressum/results/ojp-prod-20260704-220123,summary_json_median,,,,,
ojp-prod-20260704-233456,ojp-prod,4,4,OJP,W5_HTAP,open-loop,4,True,14.849849797684943,14.849849797684943,1.053529916469194,15.903379714154138,15.858254408265148,14445,13488,957,0.06625129802699896,SQLTransientConnectionException:775; SQLException:182,6.209,5177.343,12685.311,21438.463,322.3,403.52,330.68,353.97,103.74356521739132,10513.49,5276.314989130435,1.4522038822388206,672.87,677.7222038822389,111.22753805269873,309.05920388223876,11186.36,5914.251030044996,9078.834999999997,OJP G,/home/rogerio/Projects/stressum/results/ojp-prod-20260704-233456,summary_json_median,,,,,
ojp-prod-20260705-010816,ojp-prod,4,4,OJP,W5_HTAP,open-loop,4,True,14.86267337939967,14.86267337939967,1.0688341095797245,15.931507488979396,15.87090384955087,14459,13489,970,0.0670862438619545,SQLTransientConnectionException:804; SQLException:166,6.157,4454.399,10092.543,19169.279000000002,223.63,415.22,232.48,336.02,100.43031678986272,10537.33,5250.764065469905,1.501238807892886,657.4300000000001,561.1512388078929,108.02752431015031,301.0452388078929,11194.76,5876.943241161843,9105.75,OJP H,/home/rogerio/Projects/stressum/results/ojp-prod-20260705-010816,summary_json_median,,,,,
ojp-prod-20260705-024122,ojp-prod,4,4,OJP,W5_HTAP,open-loop,4,True,15.024762186576163,15.024762186576163,0.899186772934527,15.923948959510689,15.872167869506688,14451,13635,816,0.056466680506539337,SQLTransientConnectionException:663; SQLException:153,6.307,4519.9349999999995,9940.991,18841.599000000002,267.32,359.87,283.25,332.74,104.53087552742615,10410.29,5250.123175105485,1.4530066154884251,663.91,601.5130066154884,112.0196145118115,303.66050661548843,11074.2,5882.6071714888485,9108.436,OJP I,/home/rogerio/Projects/stressum/results/ojp-prod-20260705-024122,summary_json_median,,,,,
ojp-prod-20260705-041431,ojp-prod,4,4,OJP,W5_HTAP,open-loop,4,True,14.921022936744356,14.921022936744356,0.9968849580763113,15.917907894820667,15.865045989454055,14452,13547,905,0.06262109050650429,SQLTransientConnectionException:738; SQLException:167,5.799,4935.679,10149.886999999999,24584.191,267.36999999999995,425.42999999999995,275.59000000000003,358.64,102.4991464699684,10162.92,5351.896164383562,1.3528060635561356,669.28,627.362806063556,109.97430760598829,314.2988060635561,10832.2,5986.554515832837,9382.788499999999,OJP J,/home/rogerio/Projects/stressum/results/ojp-prod-20260705-041431,summary_json_median,,,,,
ojp-prod-20260705-054755,ojp-prod,4,4,OJP,W5_HTAP,open-loop,8,True,19.698482058722927,19.698482058722927,12.289025572681462,31.98750763140439,31.8006580973609,28973,17842,11131,0.3841852759465709,SQLTransientConnectionException:10609; SQLException:522,6.4830000000000005,4616.191,19619.839,54788.095,345.83,483.54,358.14,338.03,134.7201247165533,10717.27,6117.836258503401,1.704311557823213,676.98,685.5643115578232,143.61235670837291,318.77781155782316,11394.25,6763.455408593817,9850.888999999997,OJP K,/home/rogerio/Projects/stressum/results/ojp-prod-20260705-054755,summary_json_median,,,,,
ojp-prod-20260705-072127,ojp-prod,4,4,OJP,W5_HTAP,open-loop,8,True,21.720295567874068,21.720295567874068,10.179457689811883,31.89975325768595,31.89754534762738,28806,19614,9192,0.31910018746094565,SQLTransientConnectionException:7823; SQLException:1369,5.605,4755.455,11550.719000000001,31555.583,349.44,446.1,359.56000000000006,0.0,0.0,529.95,529.95,1.9040338826782017,692.31,351.3440338826782,9.311755937058866,20.517033882678202,1222.26,1189.0470574018127,1221.74,OJP L,/home/rogerio/Projects/stressum/results/ojp-prod-20260705-072127,summary_json_median,,,,,
ojp-prod-20260705-085452,ojp-prod,4,4,OJP,W5_HTAP,open-loop,8,True,20.060667465336998,20.060667465336998,11.85389070474191,31.914558170078912,31.879150213495567,28836,18125,10711,0.3714454154529061,SQLTransientConnectionException:10333; SQLException:378,6.0489999999999995,4728.831,18137.087,32153.599000000002,295.41999999999996,414.37,412.78,368.57,153.9338952879581,10381.79,5071.77012565445,1.704803604346898,671.01,665.6948036043468,163.02889792728692,355.0033036043469,11052.800000000001,5713.3270375965485,8805.399,OJP M,/home/rogerio/Projects/stressum/results/ojp-prod-20260705-085452,summary_json_median,,,,,
ojp-prod-20260705-102820,ojp-prod,4,4,OJP,W5_HTAP,open-loop,8,True,9.629939829844005,9.629939829844005,21.732068625808655,31.362008455652656,31.317440033152522,28845,8856,19989,0.6929797191887676,SQLTransientConnectionException:18379; SQLException:1610,7.179,776.0630000000001,3768.319,6852.607,240.35999999999999,447.23,248.57,355.5,61.99283018867926,9873.65,4205.410660377358,1.3012515271155858,689.61,597.1612515271156,69.22427253272984,289.3922515271156,10563.26,4861.537535750047,7684.574,OJP N,/home/rogerio/Projects/stressum/results/ojp-prod-20260705-102820,summary_json_median,,,,,
ojp-prod-20260705-120204,ojp-prod,4,4,OJP,W5_HTAP,open-loop,8,True,21.042500803249524,21.042500803249524,10.685454168388842,31.72795497163837,31.710356579920884,28820,19114,9706,0.3367800138792505,SQLTransientConnectionException:9312; SQLException:394,5.915,4513.791,14704.639,31031.295,263.53999999999996,411.54999999999995,273.5,372.39,153.76757894736843,10068.7,5239.005484210527,1.8049386254000095,673.27,637.7349386254,163.1347056378679,356.6899386254,10741.970000000001,5882.435936290093,9059.824999999999,OJP O,/home/rogerio/Projects/stressum/results/ojp-prod-20260705-120204,summary_json_median,,,,,
ojp-prod-20260705-133544,ojp-prod,4,4,OJP,W5_HTAP,open-loop,12,True,20.252888673516118,20.252888673516118,26.6796802469116,46.93256892042771,46.91627686324484,43219,18649,24570,0.5684999652930424,SQLTransientConnectionException:22405; SQLException:2165,6.531000000000001,3552.255,7405.567,18571.263,287.03999999999996,317.62,295.36,365.16,151.774174553102,10718.81,6097.4212723449,1.9040091976588522,707.72,654.1040091976588,161.68019091921965,351.5625091976588,11426.529999999999,6766.772246060551,9785.064999999999,OJP P,/home/rogerio/Projects/stressum/results/ojp-prod-20260705-133544,summary_json_median,,,,,
ojp-prod-20260705-150933,ojp-prod,4,4,OJP,W5_HTAP,open-loop,12,True,11.642602364513937,11.642602364513937,34.679954191612076,46.32255655612601,46.27970218589865,43244,10869,32375,0.7486587734714643,SQLTransientConnectionException:29791; SQLException:2584,8.193,829.6949999999999,3651.5829999999996,5785.599,321.0,488.33000000000004,334.43,359.88,71.1459749034749,9279.42,4119.655106177605,1.6032068152353844,730.6800000000001,682.4832068152355,79.3964112074142,276.8177068152354,10010.1,4807.840254810186,7620.5325,OJP Q,/home/rogerio/Projects/stressum/results/ojp-prod-20260705-150933,summary_json_median,,,,,
ojp-prod-20260705-164331,ojp-prod,4,4,OJP,W5_HTAP,open-loop,12,True,18.51164438952579,18.51164438952579,28.884515646169795,47.39616003569558,47.00830038002976,43559,17011,26548,0.6094722101058334,SQLTransientConnectionException:24489; SQLException:2059,6.843,2601.983,22798.335,60555.263,313.44,456.03,382.45000000000005,361.57,108.18502507522568,10427.93,4727.158365095286,1.9048624570453214,722.9200000000001,676.9148624570453,117.77995312559241,317.4788624570451,11150.85,5407.809879704708,8286.015999999998,OJP R,/home/rogerio/Projects/stressum/results/ojp-prod-20260705-164331,summary_json_median,,,,,
ojp-prod-20260705-181743,ojp-prod,4,4,OJP,W5_HTAP,open-loop,12,True,19.808113192688346,19.808113192688346,26.638985934768243,46.44709912745658,46.20539169510404,43429,18521,24908,0.573533813811048,SQLTransientConnectionException:22063; SQLException:2845,5.404999999999999,3601.407,10166.271,44974.079,305.39,456.14,319.32,378.49,124.66933875890132,10189.32,5781.0997965412,2.304836115066056,709.13,686.184836115066,135.61478506354084,325.63883611506606,10898.449999999999,6452.393665024612,9379.555,OJP S,/home/rogerio/Projects/stressum/results/ojp-prod-20260705-181743,summary_json_median,,,,,
ojp-prod-20260705-195142,ojp-prod,4,4,OJP,W5_HTAP,open-loop,12,True,11.79778224447105,11.79778224447105,35.17418331687859,46.971965561349634,46.896231109345266,43274,10868,32406,0.7488561260803254,SQLTransientConnectionException:29729; SQLException:2677,8.343,1239.039,4503.5509999999995,9084.927,276.94,417.0,332.2,352.85,69.46938342967245,10012.02,4830.077447013488,1.753507240383531,726.62,631.5435072403836,78.02999953382754,287.23600724038346,10738.640000000001,5514.993633807064,8363.471,OJP T,/home/rogerio/Projects/stressum/results/ojp-prod-20260705-195142,summary_json_median,,,,,
pgbouncer-prod-20260704-134709,pgbouncer-prod,4,4,PGBOUNCER,W5_HTAP,open-loop,1,True,4.001698883265409,4.001698883265409,0.0,4.001698883265409,4.001698883265409,3604,3604,0,0.0,,2.374,505.855,5177.343,9744.383000000002,5.88,7.82,177.64,328.29,23.128083720930235,15162.96,9623.485423255814,0.4005006508762141,56.47,334.5705006508762,24.027078019719333,161.88550065087608,15219.429999999998,9678.299924163255,13165.07,pgBouncer A,/home/rogerio/Projects/stressum/results/pgbouncer-prod-20260704-134709,summary_json_median,,,,,
pgbouncer-prod-20260704-151950,pgbouncer-prod,4,4,PGBOUNCER,W5_HTAP,open-loop,1,True,4.001714403796858,4.001714403796858,0.0,4.001714403796858,4.001714403796858,3604,3604,0,0.0,,2.401,633.855,5836.799,10371.071,4.89,7.82,71.24000000000001,319.86,22.14711880261927,14929.43,8956.331861552855,0.40030025022521265,56.14,325.1503002502252,23.043547304508124,160.8443002502248,14985.57,9010.857747820248,12167.122,pgBouncer B,/home/rogerio/Projects/stressum/results/pgbouncer-prod-20260704-151950,summary_json_median,,,,,
pgbouncer-prod-20260704-165213,pgbouncer-prod,4,4,PGBOUNCER,W5_HTAP,open-loop,1,True,4.00233544520349,4.00233544520349,0.0,4.00233544520349,4.00233544520349,3604,3604,0,0.0,,2.412,730.111,5693.439,9371.647,4.89,7.82,70.41000000000001,324.98,22.57955140186916,15735.24,9283.69953271028,0.4006510768156242,56.099999999999994,330.2706510768156,23.476306531921324,158.76115107681557,15791.34,9338.285031802838,13231.81,pgBouncer C,/home/rogerio/Projects/stressum/results/pgbouncer-prod-20260704-165213,summary_json_median,,,,,
pgbouncer-prod-20260704-182446,pgbouncer-prod,4,4,PGBOUNCER,W5_HTAP,open-loop,1,True,4.001693322501431,4.001693322501431,0.0,4.001693322501431,4.001693322501431,3604,3604,0,0.0,,2.456,615.167,5246.975,8534.015,4.9,7.82,51.8,338.46,21.69463187325256,14635.5,9284.409608574093,0.4004505256383073,56.5,343.76045052563825,22.60067973060706,150.98245052563826,14692.0,9339.257231375792,12727.58,pgBouncer D,/home/rogerio/Projects/stressum/results/pgbouncer-prod-20260704-182446,summary_json_median,,,,,
pgbouncer-prod-20260704-195700,pgbouncer-prod,4,4,PGBOUNCER,W5_HTAP,open-loop,1,True,4.001259069946011,4.001259069946011,0.0,4.001259069946011,4.001259069946011,3604,3604,0,0.0,,2.437,1434.1109999999999,5586.943,11476.991,4.9,7.82,125.34,327.73,23.337297551789078,15278.05,9193.65720338983,0.4004004505507134,56.17,333.0304004505507,24.23677623156963,157.5379004505506,15334.22,9248.24821006054,12517.28,pgBouncer E,/home/rogerio/Projects/stressum/results/pgbouncer-prod-20260704-195700,summary_json_median,,,,,
pgbouncer-prod-20260704-212953,pgbouncer-prod,4,4,PGBOUNCER,W5_HTAP,open-loop,4,True,15.66667713267667,15.66667713267667,0.03151208700916607,15.698189219685833,15.655798006481264,14443,14414,29,0.0020078930970020077,SQLTransientConnectionException:29,1402.879,17407.999,25444.351,37666.815,6.82,12.71,103.94,343.61,139.5374855156431,17217.31,12130.116778679028,0.5505009523061797,56.16,350.98050095230616,141.03878049780005,322.4435009523062,17273.47,12184.701053305895,16246.678,pgBouncer F,/home/rogerio/Projects/stressum/results/pgbouncer-prod-20260704-212953,summary_json_median,,,,,
