timestamp,numbackends,active_backends,idle_backends,xact_commit,xact_rollback,blks_hit,blks_read,cache_hit_pct,temp_bytes,deadlocks,lock_waits,buffers_checkpoint,checkpoint_write_ms
2026-07-15T07:30:25Z,1,20,0,2107,0,100.00,0,0,1,0,0,0,0
2026-07-15T07:30:30Z,10,91,0,9836,8,99.92,0,0,1,9,0,0,0
2026-07-15T07:30:36Z,10,156,0,16897,22,99.87,0,0,1,9,0,0,0
2026-07-15T07:30:41Z,10,223,0,24531,91,99.63,0,0,1,9,0,0,0
2026-07-15T07:30:46Z,10,290,0,32516,126,99.61,0,0,2,8,0,0,0
2026-07-15T07:30:51Z,10,356,0,4998190,13711,99.73,129236992,0,1,9,0,0,0
2026-07-15T07:30:56Z,10,425,0,5005420,13732,99.73,129236992,0,1,9,0,0,0
2026-07-15T07:31:02Z,10,512,0,5013427,13750,99.73,129236992,0,1,9,0,0,0
2026-07-15T07:31:07Z,14,577,0,5021283,13779,99.73,129236992,0,3,7,0,0,0
2026-07-15T07:31:12Z,10,664,0,7847067,54632,99.31,129236992,0,1,9,0,0,0
2026-07-15T07:31:17Z,10,731,0,7855505,54660,99.31,129236992,0,1,9,0,0,0
2026-07-15T07:31:22Z,10,796,0,7862660,54663,99.31,129236992,0,3,7,0,0,0
2026-07-15T07:31:28Z,10,867,0,15355553,54692,99.65,258473984,0,1,9,0,0,0
2026-07-15T07:31:33Z,10,950,0,15363341,54697,99.65,258473984,0,1,9,0,0,0
2026-07-15T07:31:38Z,10,1017,0,15371063,54718,99.65,258473984,0,1,9,0,0,0
2026-07-15T07:31:43Z,10,1083,0,15378282,54735,99.65,258473984,0,2,9,0,0,0
2026-07-15T07:31:48Z,14,1152,0,15386810,54760,99.65,258473984,0,2,8,0,0,0
2026-07-15T07:31:54Z,10,1237,0,15738385,54780,99.65,258473984,0,1,9,0,0,0
2026-07-15T07:31:59Z,11,1320,0,15746468,54793,99.65,258473984,0,2,9,0,0,0
2026-07-15T07:32:04Z,11,1390,0,15754046,54796,99.65,258473984,0,1,9,0,0,0
2026-07-15T07:32:09Z,11,1456,0,15762764,54809,99.65,258473984,0,2,9,0,0,0
2026-07-15T07:32:14Z,10,1524,0,15770354,54811,99.65,258473984,0,2,9,0,0,0
2026-07-15T07:32:20Z,11,1589,0,15777937,54824,99.65,258473984,0,3,8,0,0,0
2026-07-15T07:32:25Z,11,1657,0,20756927,54832,99.74,387710976,0,2,9,0,0,0
2026-07-15T07:32:30Z,11,1743,0,20765360,54861,99.74,387710976,0,2,9,0,0,0
2026-07-15T07:32:35Z,11,1807,0,20772877,54874,99.74,387710976,0,2,8,0,0,0
2026-07-15T07:32:40Z,10,1876,0,23294666,54885,99.76,387710976,0,1,9,0,0,0
2026-07-15T07:32:46Z,10,1942,0,23301750,54887,99.77,387710976,0,1,9,0,5041,0
2026-07-15T07:32:51Z,10,2026,0,23599059,54899,99.77,387710976,0,2,8,0,10249,0
2026-07-15T07:32:56Z,10,2093,0,23661972,54908,99.77,387710976,0,1,9,0,15352,0
2026-07-15T07:33:01Z,12,2175,0,23670662,54924,99.77,387710976,0,3,9,0,20455,0
2026-07-15T07:33:06Z,12,2259,0,31424456,54932,99.83,516947968,0,1,11,0,25660,0
2026-07-15T07:33:11Z,12,2335,0,31517582,54947,99.83,516947968,0,1,11,0,30758,0
2026-07-15T07:33:17Z,12,2400,0,31524695,54950,99.83,516947968,0,1,11,0,35858,0
2026-07-15T07:33:22Z,12,2467,0,31531925,54955,99.83,516947968,0,1,11,0,41057,0
2026-07-15T07:33:27Z,10,2538,0,31539435,54977,99.83,516947968,0,1,9,0,46156,0
2026-07-15T07:33:32Z,10,2621,0,31548661,54997,99.83,516947968,0,1,9,0,51258,0
2026-07-15T07:33:37Z,10,2690,0,31557216,55009,99.83,516947968,0,2,8,0,56460,0
2026-07-15T07:33:43Z,17,2752,0,31564876,55016,99.83,516947968,0,5,5,0,61683,0
2026-07-15T07:33:48Z,10,2844,0,39404993,55094,99.86,646184960,0,1,9,0,66802,0
2026-07-15T07:33:53Z,10,2912,0,39412334,55104,99.86,646184960,0,1,9,0,71900,0
2026-07-15T07:33:58Z,10,2991,0,39420263,55117,99.86,646184960,0,2,8,0,77104,0
2026-07-15T07:34:04Z,16,3062,0,41943035,55124,99.87,646184960,0,3,9,0,82224,0
2026-07-15T07:34:09Z,11,3143,0,47182740,55133,99.88,775421952,0,1,10,0,87326,0
2026-07-15T07:34:14Z,11,3207,0,47190122,55144,99.88,775421952,0,1,10,0,92530,0
2026-07-15T07:34:19Z,11,3274,0,47197501,55156,99.88,775421952,0,1,9,0,97630,0
2026-07-15T07:34:24Z,11,3343,0,47205010,55176,99.88,775421952,0,1,10,0,102729,0
2026-07-15T07:34:30Z,10,3427,0,47213880,55183,99.88,775421952,0,1,9,0,107827,0
2026-07-15T07:34:35Z,10,3506,0,47307999,55186,99.88,775421952,0,1,9,0,113028,0
2026-07-15T07:34:40Z,10,3574,0,47315772,55199,99.88,775421952,0,1,9,0,118129,0
2026-07-15T07:34:45Z,10,3638,0,47323078,55203,99.88,775421952,0,1,9,0,123227,0
