timestamp,pid,cpu_pct,host_cpu_pct,rss_mb,vsz_mb
2026-07-05T03:16:14Z,687016,0.00,2.97,129.88,3534.23
2026-07-05T03:16:15Z,687016,0.00,4.90,129.88,3534.23
2026-07-05T03:16:16Z,687016,0.00,3.94,129.88,3534.23
2026-07-05T03:16:17Z,687016,0.00,3.92,129.88,3534.23
2026-07-05T03:16:18Z,687016,27.96,33.82,148.08,3547.01
2026-07-05T03:16:19Z,687016,146.95,150.24,177.99,3553.45
2026-07-05T03:16:20Z,687016,24.44,25.62,180.82,3553.59
2026-07-05T03:16:21Z,687016,5.87,11.71,181.54,3553.59
2026-07-05T03:16:22Z,687016,7.84,8.87,181.83,3553.59
2026-07-05T03:16:23Z,687016,3.92,7.84,181.96,3553.59
2026-07-05T03:16:24Z,687016,1.96,4.90,181.95,3553.59
2026-07-05T03:16:25Z,687016,1.96,4.93,182.09,3553.59
2026-07-05T03:16:26Z,687016,2.94,6.86,182.20,3553.59
2026-07-05T03:16:28Z,687016,2.94,5.88,182.30,3553.59
2026-07-05T03:16:29Z,687016,4.90,5.91,182.50,3553.59
2026-07-05T03:16:30Z,687016,2.94,6.86,182.70,3553.59
2026-07-05T03:16:31Z,687016,2.94,6.86,182.82,3553.59
2026-07-05T03:16:32Z,687016,2.92,6.83,182.93,3553.59
2026-07-05T03:16:33Z,687016,2.94,5.88,183.00,3553.59
2026-07-05T03:16:34Z,687016,0.98,4.93,183.06,3553.59
2026-07-05T03:16:35Z,687016,3.92,20.59,183.21,3553.59
2026-07-05T03:16:36Z,687016,0.98,3.94,183.23,3553.59
2026-07-05T03:16:37Z,687016,0.98,3.92,183.24,3553.59
2026-07-05T03:16:38Z,687016,6.85,10.73,183.39,3553.59
2026-07-05T03:16:39Z,687016,4.89,7.88,183.57,3553.59
2026-07-05T03:16:40Z,687016,1.96,3.94,183.60,3553.59
2026-07-05T03:16:41Z,687016,2.94,6.83,183.68,3553.59
2026-07-05T03:16:42Z,687016,38.18,40.59,186.40,3553.59
2026-07-05T03:16:43Z,687016,27.30,33.82,186.73,3554.59
2026-07-05T03:16:44Z,687016,1.96,4.90,186.81,3554.59
2026-07-05T03:16:45Z,687016,0.98,3.92,186.85,3554.59
2026-07-05T03:16:46Z,687016,19.58,21.67,187.01,3554.59
2026-07-05T03:16:47Z,687016,1.96,4.90,187.04,3554.59
2026-07-05T03:16:48Z,687016,5.84,10.73,187.21,3554.59
2026-07-05T03:16:49Z,687016,9.78,10.78,187.48,3554.59
2026-07-05T03:16:50Z,687016,0.00,3.92,187.49,3554.59
2026-07-05T03:16:51Z,687016,2.93,6.86,187.54,3554.59
2026-07-05T03:16:52Z,687016,3.92,6.90,187.70,3554.59
2026-07-05T03:16:53Z,687016,1.96,4.90,187.75,3554.59
2026-07-05T03:16:54Z,687016,2.92,5.85,187.70,3554.59
