timestamp,numbackends,active_backends,idle_backends,xact_commit,xact_rollback,blks_hit,blks_read,cache_hit_pct,temp_bytes,deadlocks,lock_waits,buffers_checkpoint,checkpoint_write_ms
2026-07-05T01:43:05Z,1,20,0,2107,0,100.00,0,0,1,0,0,0,0
2026-07-05T01:43:10Z,1,36,0,4109,0,100.00,0,0,1,0,0,0,0
2026-07-05T01:43:15Z,2,53,0,6142,0,100.00,0,0,1,1,0,0,0
2026-07-05T01:43:20Z,13,132,0,14847,72,99.52,0,0,2,11,0,0,0
2026-07-05T01:43:26Z,13,194,0,1263749,3517,99.72,32407552,0,1,12,0,0,0
2026-07-05T01:43:31Z,13,264,0,1269208,3570,99.72,32407552,0,1,12,0,0,0
2026-07-05T01:43:36Z,13,337,0,2006515,3629,99.82,32407552,0,1,12,0,0,0
2026-07-05T01:43:41Z,13,403,0,3257091,3714,99.89,64815104,0,2,11,0,0,0
2026-07-05T01:43:46Z,13,477,0,3885981,3759,99.90,64815104,0,1,12,0,0,0
2026-07-05T01:43:52Z,13,532,0,3890684,3789,99.90,64815104,0,1,12,0,0,0
2026-07-05T01:43:57Z,13,604,0,4004122,3838,99.90,64815104,0,1,12,0,0,0
2026-07-05T01:44:02Z,13,663,0,4007356,3869,99.90,64815104,0,1,12,0,0,0
2026-07-05T01:44:07Z,13,731,0,4012425,3900,99.90,64815104,0,1,12,0,0,0
2026-07-05T01:44:12Z,13,808,0,5266070,3931,99.93,97222656,0,1,12,0,0,0
2026-07-05T01:44:17Z,13,876,0,5273211,3976,99.92,97222656,0,2,11,0,0,0
2026-07-05T01:44:23Z,13,939,0,5902645,4001,99.93,97222656,0,1,12,0,0,0
2026-07-05T01:44:28Z,13,1014,0,6018367,4032,99.93,97222656,0,2,11,0,0,0
2026-07-05T01:44:33Z,13,1092,0,7983160,4064,99.95,129630208,0,1,12,0,0,0
2026-07-05T01:44:38Z,13,1164,0,8011302,4090,99.95,129630208,0,1,12,0,0,0
2026-07-05T01:44:43Z,13,1234,0,8017098,4129,99.95,129630208,0,1,12,0,0,0
2026-07-05T01:44:49Z,13,1299,0,8022332,4168,99.95,129630208,0,2,11,0,0,0
2026-07-05T01:44:54Z,13,1372,0,10011257,4209,99.96,162037760,0,1,12,0,0,0
2026-07-05T01:44:59Z,13,1439,0,10014619,4248,99.96,162037760,0,2,11,0,0,0
2026-07-05T01:45:04Z,13,1518,0,11980848,4277,99.96,194445312,0,1,12,0,0,0
2026-07-05T01:45:09Z,13,1586,0,11988522,4315,99.96,194445312,0,1,12,0,0,0
2026-07-05T01:45:15Z,13,1644,0,11991617,4347,99.96,194445312,0,1,12,0,0,0
2026-07-05T01:45:20Z,13,1713,0,12018502,4373,99.96,194445312,0,1,12,0,0,0
2026-07-05T01:45:25Z,13,1774,0,12022454,4405,99.96,194445312,0,1,12,0,0,0
2026-07-05T01:45:30Z,13,1856,0,13277001,4433,99.97,226861056,0,1,12,0,0,0
2026-07-05T01:45:35Z,13,1919,0,13908331,4458,99.97,226861056,0,1,12,0,0,0
2026-07-05T01:45:40Z,13,1990,0,14024093,4480,99.97,226861056,0,1,12,0,0,0
2026-07-05T01:45:46Z,13,2050,0,14028775,4528,99.97,226861056,0,1,12,0,0,0
2026-07-05T01:45:51Z,13,2115,0,14031573,4562,99.97,226861056,0,1,12,0,1485,0
2026-07-05T01:45:56Z,13,2194,0,14038637,4615,99.97,226861056,0,1,12,0,3202,0
2026-07-05T01:46:01Z,13,2261,0,15296416,4653,99.97,259276800,0,1,12,0,4887,0
2026-07-05T01:46:06Z,13,2336,0,16036894,4674,99.97,259276800,0,1,12,0,6579,0
2026-07-05T01:46:12Z,13,2391,0,16040728,4690,99.97,259276800,0,2,11,0,8297,0
2026-07-05T01:46:17Z,13,2473,0,18004314,4719,99.97,291692544,0,1,12,0,10018,0
2026-07-05T01:46:22Z,13,2549,0,18009560,4741,99.97,291692544,0,1,12,0,11701,0
2026-07-05T01:46:27Z,13,2622,0,18040193,4762,99.97,291692544,0,1,12,0,13419,0
2026-07-05T01:46:32Z,13,2685,0,18046676,4802,99.97,291692544,0,1,12,0,15103,0
2026-07-05T01:46:38Z,13,2746,0,19922068,4832,99.98,324108288,0,1,12,0,16820,0
2026-07-05T01:46:43Z,17,2805,0,19925661,4868,99.98,324108288,0,2,11,0,18539,0
2026-07-05T01:46:48Z,13,2897,0,21293724,4890,99.98,356524032,0,2,11,0,20263,0
2026-07-05T01:46:53Z,13,2973,0,22013692,4918,99.98,356524032,0,1,12,0,21985,0
2026-07-05T01:46:58Z,13,3045,0,22041646,4940,99.98,356524032,0,1,12,0,23670,0
2026-07-05T01:47:04Z,12,3107,0,22046068,4973,99.98,356524032,0,2,11,0,25389,0
2026-07-05T01:47:09Z,13,3170,0,23298714,4997,99.98,388939776,0,1,12,0,27106,0
2026-07-05T01:47:14Z,20,3235,0,23304608,5023,99.98,388939776,0,4,9,0,28936,0
2026-07-05T01:47:20Z,13,3336,0,25296562,5063,99.98,421355520,0,2,11,0,30653,0
2026-07-05T01:47:25Z,13,3395,0,25925176,5092,99.98,421355520,0,1,12,0,32371,0
2026-07-05T01:47:30Z,17,3461,0,25950418,5123,99.98,421355520,0,2,11,0,34096,0
2026-07-05T01:47:35Z,13,3537,0,26044743,5141,99.98,421355520,0,1,12,0,35813,0
2026-07-05T01:47:40Z,13,3611,0,27298848,5170,99.98,453771264,0,1,12,0,37497,0
2026-07-05T01:47:46Z,13,3685,0,27306068,5199,99.98,453771264,0,1,12,0,39214,0
2026-07-05T01:47:51Z,20,3740,0,27936643,5223,99.98,453771264,0,3,10,0,41039,0
2026-07-05T01:47:56Z,13,3822,0,28052607,5261,99.98,453771264,0,1,12,0,42727,0
2026-07-05T01:48:02Z,13,3886,0,28057117,5291,99.98,453771264,0,1,12,0,44443,0
2026-07-05T01:48:07Z,13,3956,0,28064083,5316,99.98,453771264,0,1,12,0,46128,0
2026-07-05T01:48:12Z,12,4032,0,28183628,5340,99.98,453771264,0,1,12,0,47862,0
2026-07-05T01:48:17Z,13,4083,0,31307712,5358,99.98,518602752,0,1,12,0,49547,0
2026-07-05T01:48:22Z,13,4164,0,31311911,5363,99.98,518602752,0,1,12,0,51265,0
2026-07-05T01:48:28Z,13,4266,0,33811924,5363,99.98,583434240,0,3,10,0,52986,0
2026-07-05T01:48:33Z,13,4394,0,36315853,5363,99.99,648265728,0,1,12,0,54703,0
2026-07-05T01:48:38Z,16,4515,0,36415818,5363,99.99,648265728,0,5,8,0,56469,0
2026-07-05T01:48:43Z,17,4591,0,37220878,5369,99.99,648265728,0,6,7,0,58273,0
2026-07-05T01:48:49Z,13,4746,0,42979022,5378,99.99,713097216,0,3,10,0,60004,0
2026-07-05T01:48:54Z,13,4867,0,44231463,5392,99.99,713097216,0,1,12,0,61688,0
2026-07-05T01:48:59Z,20,4993,0,44328139,5392,99.99,713097216,0,4,9,0,63500,0
2026-07-05T01:49:05Z,13,5156,0,44602787,5396,99.99,713097216,0,2,11,0,65245,0
