label,run_dir,scenario,workload,technology,per_node_rps,aggregate_rps,load_source,successful_rps,completed_rps,error_rps,attempted_rps,offered_rps,error_rate_pct,p95_latency_ms,p99_latency_ms,mean_failed_latency_ms,postgres_backend_connections,rps_per_db_connection,postgres_cpu_pct_avg,postgres_rss_mib,proxy_tier_cpu_pct,proxy_tier_rss_mib,duration_seconds,ojp_heap_used_mib,ojp_heap_committed_mib,ojp_heap_max_mib,ojp_heap_utilisation_percent,error_count_sqltransientexception,error_count_sqltransientconnectionexception,error_count_statusruntimeexception,error_count_sqlexception,error_count_timeout,error_count_connection_acquisition_failure,error_count_admission_control_failure,error_count_other,repetition,repetition_count
Hikari K,hikari-prod-20260705-044514,hikari-prod,W5_HTAP,HikariCP,8.0,32.0,runInfo.targetRps_per_node,15.212732649599028,31.82866424461586,16.615931595016836,30.806211188434496,32.0,52.20430107526882,82313.215,200605.695,30000.234367110457,87.0,0.17485899597240262,123.37050251256284,18924.532537688443,0.0,0.0,900.0,,,,,0.0,15536.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6
Hikari L,hikari-prod-20260705-061847,hikari-prod,W5_HTAP,HikariCP,8.0,32.0,runInfo.targetRps_per_node,15.103638478240665,31.819030128802524,16.71539165056186,30.806202951539092,32.0,52.532687976874726,80969.727,194772.99099999998,30000.221456030395,87.0,0.17360503997977775,124.34727040816328,19038.88913265306,0.0,0.0,900.0,,,,,0.0,15629.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6
Hikari M,hikari-prod-20260705-061847,hikari-prod,W5_HTAP,HikariCP,8.0,32.0,runInfo.targetRps_per_node,15.103638478240665,31.819030128802524,16.71539165056186,30.806202951539092,32.0,52.532687976874726,80969.727,194772.99099999998,30000.221456030395,87.0,0.17360503997977775,124.34727040816328,19038.88913265306,0.0,0.0,900.0,,,,,0.0,15629.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6
Hikari N,hikari-prod-20260705-075213,hikari-prod,W5_HTAP,HikariCP,8.0,32.0,runInfo.targetRps_per_node,16.59345449726494,31.791197352714484,15.197742855449548,30.806178240870516,32.0,47.80487804878049,77299.71100000001,183959.551,30000.237359915343,87.0,0.19072936203752805,152.00611111111112,19002.148555555556,0.0,0.0,900.0,,,,,0.0,14210.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6
Hikari O,hikari-prod-20260705-092535,hikari-prod,W5_HTAP,HikariCP,8.0,32.0,runInfo.targetRps_per_node,16.189188371120974,31.778380220732217,15.589191849611245,30.806194714661316,32.0,49.055968767879385,76414.975,183369.727,30000.257050929056,87.0,0.1860826249554135,151.25706666666665,19441.624533333335,0.0,0.0,900.0,,,,,0.0,14576.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6
Hikari P,hikari-prod-20260705-105926,hikari-prod,W5_HTAP,HikariCP,8.0,32.0,runInfo.targetRps_per_node,16.297212669158995,31.838281336444446,15.541068667285451,30.806202951539092,32.0,48.81252309449427,77725.695,185204.735,30000.232434549933,87.0,0.18732428355355166,150.43950338600453,19317.039954853277,0.0,0.0,900.0,,,,,0.0,14531.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6
Hikari Q,hikari-prod-20260705-123252,hikari-prod,W5_HTAP,HikariCP,12.0,48.0,runInfo.targetRps_per_node,16.764576239408093,47.75364041129775,30.989064171889666,46.20712834051146,48.0,64.8936170212766,79691.775,183369.727,30000.210506085317,87.0,0.19269627861388613,168.26327944572748,20479.56840646651,0.0,0.0,900.0,,,,,0.0,28975.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4
Hikari R,hikari-prod-20260705-140647,hikari-prod,W5_HTAP,HikariCP,12.0,48.0,runInfo.targetRps_per_node,15.841601165238185,47.75367871435094,31.91207754911276,46.20716540477213,48.0,66.82642777155655,82083.839,154927.103,30000.22071799896,87.0,0.18208736971538145,168.35528169014086,20515.436971830986,0.0,0.0,900.0,,,,,0.0,29838.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4
Hikari S,hikari-prod-20260705-154042,hikari-prod,W5_HTAP,HikariCP,12.0,48.0,runInfo.targetRps_per_node,17.14103925419456,47.7557666628085,30.61472740861393,46.20604647511003,48.0,64.10687091283705,78413.823,174653.439,30000.207299277867,87.0,0.19702343970338573,168.2460502283105,20817.359360730592,0.0,0.0,900.0,,,,,0.0,28625.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4
Hikari T,hikari-prod-20260705-171439,hikari-prod,W5_HTAP,HikariCP,12.0,48.0,runInfo.targetRps_per_node,17.23944759505897,47.754735460762134,30.51528786570317,46.20715304997452,48.0,63.90002463550648,76840.959,172097.53499999997,30000.242503482965,87.0,0.19815457005814907,162.72744966442957,20590.079731543625,0.0,0.0,900.0,,,,,0.0,28532.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4
OJP A,ojp-prod-20260704-141832,ojp-prod,W5_HTAP,OJP,1.0,4.0,runInfo.targetRps_per_node,3.9993359097150494,4.001556668703849,0.0022207589887996023,4.001556668703849,4.0,0.05549389567147614,1598.975,6234.111,50.4479995,13.0,0.3076412238242346,21.52714016933208,3652.369717779868,4.0718408262454435,607.7351701093561,900.0,70.205,120.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,5
OJP B,ojp-prod-20260704-155045,ojp-prod,W5_HTAP,OJP,1.0,4.0,runInfo.targetRps_per_node,4.001993247258621,4.001993247258621,0.0,4.001993247258621,4.0,0.0,1346.047,5044.223,,13.0,0.30784563440450935,20.737017543859647,3643.369104339797,3.833706166868198,609.934715840387,900.0,73.06,126.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5
OJP C,ojp-prod-20260704-172311,ojp-prod,W5_HTAP,OJP,1.0,4.0,runInfo.targetRps_per_node,4.000589526596721,4.001699955411016,0.0011104288142952164,4.001699955411016,4.0,0.02774694783573807,1429.503,5466.111,84.760846,13.0,0.30773765589205543,20.629338919925512,3622.0085754189945,3.873389933292905,624.9757610673136,900.0,80.155,142.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,5
OJP D,ojp-prod-20260704-185535,ojp-prod,W5_HTAP,OJP,1.0,4.0,runInfo.targetRps_per_node,4.001687747411192,4.001687747411192,0.0,4.001687747411192,4.0,0.0,1231.359,5715.967000000001,,13.0,0.30782213441624556,20.983538748832867,3593.0142390289448,3.8928484848484852,609.1029757575758,900.0,75.0,126.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5
OJP E,ojp-prod-20260704-202754,ojp-prod,W5_HTAP,OJP,1.0,4.0,runInfo.targetRps_per_node,3.9953417536459335,4.0008926762442965,0.0055509225983627255,4.0008926762442965,4.0,0.13873473917869034,1503.231,6500.351000000001,23.6316358,13.0,0.3073339810496872,22.03453433678269,3623.7328410159926,3.9384283980582526,600.2819417475729,900.0,71.78,120.0,,,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,5,5
OJP F,ojp-prod-20260704-220123,ojp-prod,W5_HTAP,OJP,4.0,16.0,runInfo.targetRps_per_node,14.399577438707148,15.778808772196147,1.3792313334889987,15.74164078455692,16.0,8.740822828646627,4827.135,12357.631000000001,7280.046282130744,13.0,1.107659802977473,101.03944924406048,5301.052796976242,6.064115176964607,642.5884103179363,900.0,79.515,130.0,,,0.0,1017.0,0.0,245.0,0.0,0.0,0.0,0.0,1,5
OJP G,ojp-prod-20260704-233456,ojp-prod,W5_HTAP,OJP,4.0,16.0,runInfo.targetRps_per_node,14.849849797684943,15.903379714154138,1.053529916469194,15.858254408265148,16.0,6.625129802699896,5177.343,12685.311,1863.8917164399163,13.0,1.142296138283457,103.74356521739132,5276.314989130435,6.031768953068592,637.9360409145607,900.0,77.985,130.0,,,0.0,775.0,0.0,182.0,0.0,0.0,0.0,0.0,2,5
OJP H,ojp-prod-20260705-010816,ojp-prod,W5_HTAP,OJP,4.0,16.0,runInfo.targetRps_per_node,14.86267337939967,15.931507488979396,1.0688341095797245,15.87090384955087,16.0,6.708624386195449,4454.399,10092.543,1899.2532582608249,13.0,1.1432825676461285,100.43031678986272,5250.764065469905,6.095968712394705,626.1791756919374,900.0,74.22,120.0,,,0.0,804.0,0.0,166.0,0.0,0.0,0.0,0.0,3,5
OJP I,ojp-prod-20260705-024122,ojp-prod,W5_HTAP,OJP,4.0,16.0,runInfo.targetRps_per_node,15.024762186576163,15.923948959510689,0.899186772934527,15.872167869506688,16.0,5.6466680506539335,4519.9349999999995,9940.991,1607.4308547683822,13.0,1.1557509374289356,104.53087552742615,5250.123175105485,6.035732368896927,632.4839963833634,900.0,74.50999999999999,120.0,,,0.0,663.0,0.0,153.0,0.0,0.0,0.0,0.0,4,5
OJP J,ojp-prod-20260705-041431,ojp-prod,W5_HTAP,OJP,4.0,16.0,runInfo.targetRps_per_node,14.921022936744356,15.917907894820667,0.9968849580763113,15.865045989454055,16.0,6.262109050650428,4935.679,10149.886999999999,2195.2373724475137,13.0,1.1477709951341812,102.4991464699684,5351.896164383562,6.122355072463769,634.6583514492753,900.0,75.07,120.0,,,0.0,738.0,0.0,167.0,0.0,0.0,0.0,0.0,5,5
OJP K,ojp-prod-20260705-054755,ojp-prod,W5_HTAP,OJP,8.0,32.0,runInfo.targetRps_per_node,19.698482058722927,31.98750763140439,12.289025572681462,31.8006580973609,32.0,38.41852759465709,4616.191,19619.839,1124.8540276606773,16.0,1.231155128670183,134.7201247165533,6117.836258503401,7.187920433996384,645.6191500904158,900.0,74.89,121.0,,,0.0,10609.0,0.0,522.0,0.0,0.0,0.0,0.0,1,5
OJP L,ojp-prod-20260705-072127,ojp-prod,W5_HTAP,OJP,8.0,32.0,runInfo.targetRps_per_node,21.720295567874068,31.89975325768595,10.179457689811883,31.89754534762738,32.0,31.910018746094565,4755.455,11550.719000000001,1260.304044069517,16.0,1.3575184729921292,0.0,529.95,7.407722054380664,659.0970574018127,900.0,82.89,134.0,,,0.0,7823.0,0.0,1369.0,0.0,0.0,0.0,0.0,2,5
OJP M,ojp-prod-20260705-085452,ojp-prod,W5_HTAP,OJP,8.0,32.0,runInfo.targetRps_per_node,20.060667465336998,31.914558170078912,11.85389070474191,31.879150213495567,32.0,37.14454154529061,4728.831,18137.087,348.059151538045,17.0,1.1800392626668823,153.9338952879581,5071.77012565445,7.390199034981906,641.5569119420988,900.0,73.41,121.0,,,0.0,10333.0,0.0,378.0,0.0,0.0,0.0,0.0,3,5
OJP N,ojp-prod-20260705-102820,ojp-prod,W5_HTAP,OJP,8.0,32.0,runInfo.targetRps_per_node,9.629939829844005,31.362008455652656,21.732068625808655,31.317440033152522,32.0,69.29797191887675,776.0630000000001,3768.319,1473.2685080735405,13.0,0.7407646022956927,61.99283018867926,4205.410660377358,5.930190816935002,656.1268753726894,900.0,81.13499999999999,141.0,,,0.0,18379.0,0.0,1610.0,0.0,0.0,0.0,0.0,4,5
OJP O,ojp-prod-20260705-120204,ojp-prod,W5_HTAP,OJP,8.0,32.0,runInfo.targetRps_per_node,21.042500803249524,31.72795497163837,10.685454168388842,31.710356579920884,32.0,33.67800138792505,4513.791,14704.639,295.67791082217184,17.0,1.2377941648970308,153.76757894736843,5239.005484210527,7.562188065099457,643.4304520795661,900.0,75.97999999999999,122.0,,,0.0,9312.0,0.0,394.0,0.0,0.0,0.0,0.0,5,5
OJP P,ojp-prod-20260705-133544,ojp-prod,W5_HTAP,OJP,12.0,48.0,runInfo.targetRps_per_node,20.252888673516118,46.93256892042771,26.6796802469116,46.91627686324484,48.0,56.849996529304235,3552.255,7405.567,340.3408530096866,16.0,1.2658055420947574,151.774174553102,6097.4212723449,8.002007168458782,669.350973715651,900.0,76.8,122.0,,,0.0,22405.0,0.0,2165.0,0.0,0.0,0.0,0.0,1,5
OJP Q,ojp-prod-20260705-150933,ojp-prod,W5_HTAP,OJP,12.0,48.0,runInfo.targetRps_per_node,11.642602364513937,46.32255655612601,34.679954191612076,46.27970218589865,48.0,74.86587734714642,829.6949999999999,3651.5829999999996,1489.1631964172354,13.0,0.8955847972703028,71.1459749034749,4119.655106177605,6.647229488703924,688.1851486325802,900.0,79.86,121.0,,,0.0,29791.0,0.0,2584.0,0.0,0.0,0.0,0.0,2,5
OJP R,ojp-prod-20260705-164331,ojp-prod,W5_HTAP,OJP,12.0,48.0,runInfo.targetRps_per_node,18.51164438952579,47.39616003569558,28.884515646169795,47.00830038002976,48.0,60.94722101058334,2601.983,22798.335,3574.467850821154,13.0,1.4239726453481378,108.18502507522568,4727.158365095286,7.690065593321407,680.6515146094216,900.0,76.56,122.0,,,0.0,24489.0,0.0,2059.0,0.0,0.0,0.0,0.0,3,5
OJP S,ojp-prod-20260705-181743,ojp-prod,W5_HTAP,OJP,12.0,48.0,runInfo.targetRps_per_node,19.808113192688346,46.44709912745658,26.638985934768243,46.20539169510404,48.0,57.353381381104796,3601.407,10166.271,12968.750120739522,16.0,1.2380070745430216,124.66933875890132,5781.0997965412,8.640610189573461,671.2938684834123,900.0,75.22,122.0,,,0.0,22063.0,0.0,2845.0,0.0,0.0,0.0,0.0,4,5
OJP T,ojp-prod-20260705-195142,ojp-prod,W5_HTAP,OJP,12.0,48.0,runInfo.targetRps_per_node,11.79778224447105,46.971965561349634,35.17418331687859,46.896231109345266,48.0,74.88561260803253,1239.039,4503.5509999999995,1486.061702451367,13.0,0.9075217111131576,69.46938342967245,4830.077447013488,6.807108863771565,684.9161867935753,900.0,75.83,121.0,,,0.0,29729.0,0.0,2677.0,0.0,0.0,0.0,0.0,5,5
pgBouncer A,pgbouncer-prod-20260704-134709,pgbouncer-prod,W5_HTAP,PgBouncer,1.0,4.0,runInfo.targetRps_per_node,4.001698883265409,4.001698883265409,0.0,4.001698883265409,4.0,0.0,505.855,5177.343,,13.0,0.30782299102041605,23.128083720930235,9623.485423255814,0.49849364791288564,54.81450090744103,900.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5
pgBouncer B,pgbouncer-prod-20260704-151950,pgbouncer-prod,W5_HTAP,PgBouncer,1.0,4.0,runInfo.targetRps_per_node,4.001714403796858,4.001714403796858,0.0,4.001714403796858,4.0,0.0,633.855,5836.799,,13.0,0.3078241849074506,22.14711880261927,8956.331861552855,0.49612825166364183,54.52588626739262,900.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5
pgBouncer C,pgbouncer-prod-20260704-165213,pgbouncer-prod,W5_HTAP,PgBouncer,1.0,4.0,runInfo.targetRps_per_node,4.00233544520349,4.00233544520349,0.0,4.00233544520349,4.0,0.0,730.111,5693.439,,13.0,0.3078719573233454,22.57955140186916,9283.69953271028,0.4961040532365396,54.58549909255899,900.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5
pgBouncer D,pgbouncer-prod-20260704-182446,pgbouncer-prod,W5_HTAP,PgBouncer,1.0,4.0,runInfo.targetRps_per_node,4.001693322501431,4.001693322501431,0.0,4.001693322501431,4.0,0.0,615.167,5246.975,,13.0,0.3078225632693409,21.69463187325256,9284.409608574093,0.5055973317161916,54.847622801698,900.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5
pgBouncer E,pgbouncer-prod-20260704-195700,pgbouncer-prod,W5_HTAP,PgBouncer,1.0,4.0,runInfo.targetRps_per_node,4.001259069946011,4.001259069946011,0.0,4.001259069946011,4.0,0.0,1434.1109999999999,5586.943,,13.0,0.3077891592266162,23.337297551789078,9193.65720338983,0.4990782292298363,54.591006670709525,900.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5
pgBouncer F,pgbouncer-prod-20260704-212953,pgbouncer-prod,W5_HTAP,PgBouncer,4.0,16.0,runInfo.targetRps_per_node,15.66667713267667,15.698189219685833,0.03151208700916607,15.655798006481264,16.0,0.20078930970020079,17407.999,25444.351,30001.841350724135,16.0,0.9791673207922919,139.5374855156431,12130.116778679028,0.9507940298507462,54.584274626865664,900.0,,,,,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5
pgBouncer G,pgbouncer-prod-20260704-230344,pgbouncer-prod,W5_HTAP,PgBouncer,4.0,16.0,runInfo.targetRps_per_node,15.7999575633012,15.808727470402083,0.008769907100882254,15.766059522839836,16.0,0.05539015440005539,14237.695,22913.023,30002.463421,14.0,1.128568397378657,133.55175675675676,12004.52212837838,0.9752398081534771,54.742200239808156,900.0,,,,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5
pgBouncer H,pgbouncer-prod-20260705-003700,pgbouncer-prod,W5_HTAP,PgBouncer,4.0,16.0,runInfo.targetRps_per_node,15.653620440642207,15.657949872987874,0.004329432345666378,15.619974914153135,16.0,0.027702749497887664,14045.183,22405.119,30004.203471499997,13.0,1.2041246492801698,133.39698237885463,11890.457092511013,0.9577704722056186,54.51205618649134,900.0,,,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5
pgBouncer I,pgbouncer-prod-20260705-021016,pgbouncer-prod,W5_HTAP,PgBouncer,4.0,16.0,runInfo.targetRps_per_node,15.90426007353175,15.90426007353175,0.0,15.875610185992917,16.0,0.0,9523.199,16412.671000000002,,13.0,1.223404621040904,127.7519093851133,11875.262869471413,0.9804924924924925,54.61269069069069,900.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5
pgBouncer J,pgbouncer-prod-20260705-034334,pgbouncer-prod,W5_HTAP,PgBouncer,4.0,16.0,runInfo.targetRps_per_node,15.928823937873684,15.928823937873684,0.0,15.873719123729574,16.0,0.0,9285.631,15765.503,,13.0,1.2252941490672065,127.98982456140351,11890.56360745614,0.9669764634882317,54.51731442365721,900.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5
pgBouncer K,pgbouncer-prod-20260705-051628,pgbouncer-prod,W5_HTAP,PgBouncer,8.0,32.0,runInfo.targetRps_per_node,17.92362219138495,31.869782501033093,13.946160309648143,30.85217948340418,32.0,43.75882234321436,38420.479,44843.007,30000.259859824964,18.0,0.995756788410275,187.1233659730722,13194.292350061201,1.0207413997627521,54.47161921708184,900.0,,,,,0.0,13020.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5
pgBouncer L,pgbouncer-prod-20260705-065000,pgbouncer-prod,W5_HTAP,PgBouncer,8.0,32.0,runInfo.targetRps_per_node,17.83871021398635,31.855989700527093,14.017279486540742,30.80677955837353,32.0,44.00201443679704,38371.327,44924.926999999996,30000.256320695255,17.0,1.0493358949403735,188.63847583643124,13155.718426270138,1.0086928104575164,54.88342245989306,900.0,,,,,0.0,13106.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5
pgBouncer M,pgbouncer-prod-20260705-082329,pgbouncer-prod,W5_HTAP,PgBouncer,8.0,32.0,runInfo.targetRps_per_node,19.537589021462285,31.94382758456654,12.406238563104257,30.872032399696266,32.0,38.83706884981882,37257.215,44711.935,30000.26358444432,18.0,1.0854216123034603,214.34960396039602,12145.763289328936,1.0845335710041593,54.71311348781938,900.0,,,,,0.0,11575.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5
pgBouncer N,pgbouncer-prod-20260705-095650,pgbouncer-prod,W5_HTAP,PgBouncer,8.0,32.0,runInfo.targetRps_per_node,20.135039124283065,31.886546027595294,11.75150690331223,30.85183274792162,32.0,36.85377406026403,37191.679,43171.839,30000.260699254486,19.0,1.059738901278056,212.84319337016572,12211.78325966851,1.0950917702782712,54.72355831853168,900.0,,,,,0.0,10971.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5
pgBouncer O,pgbouncer-prod-20260705-113040,pgbouncer-prod,W5_HTAP,PgBouncer,8.0,32.0,runInfo.targetRps_per_node,19.85774210047827,31.846946278743296,11.989204178265027,30.848862184439994,32.0,37.64796879203659,37535.743,43384.831000000006,30000.274498570434,19.0,1.0451443210778038,214.4855077262693,12153.476655629138,1.0936617210682493,54.72152522255191,900.0,,,,,0.0,11195.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5
pgBouncer P,pgbouncer-prod-20260705-130416,pgbouncer-prod,W5_HTAP,PgBouncer,12.0,48.0,runInfo.targetRps_per_node,19.380553801905727,47.84690408835973,28.466350286454002,46.27765458289474,48.0,59.4944927017104,38567.935,44318.719,30000.221554342424,19.0,1.0200291474687224,224.55873051224944,12507.673051224945,1.1417636579572448,54.70106888361044,900.0,,,,,0.0,26575.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5
pgBouncer Q,pgbouncer-prod-20260705-143808,pgbouncer-prod,W5_HTAP,PgBouncer,12.0,48.0,runInfo.targetRps_per_node,19.355994404294712,47.784643440418435,28.428649036123723,46.20711598571387,48.0,59.493274245171115,38879.231,44482.559,30000.214927280053,18.0,1.0753330224608173,223.44478953356088,12634.004220705348,1.1143509187907528,54.47981624184943,900.0,,,,,0.0,26581.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5
pgBouncer R,pgbouncer-prod-20260705-161154,pgbouncer-prod,W5_HTAP,PgBouncer,12.0,48.0,runInfo.targetRps_per_node,20.569030337124115,47.86062208090851,27.2915917437844,46.276404863912354,48.0,57.02520030437312,38223.871,44105.727,30000.22634824607,17.0,1.209942961007301,222.44131868131868,12663.252681318683,1.18411973918198,54.66996443390635,900.0,,,,,0.0,25480.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5
pgBouncer S,pgbouncer-prod-20260705-174614,pgbouncer-prod,W5_HTAP,PgBouncer,12.0,48.0,runInfo.targetRps_per_node,19.798593461938122,47.847302406734435,28.04870894479632,46.265631036731996,48.0,58.61999507620689,38305.791,43663.359,30000.23460509732,18.5,1.0701942411858445,222.66573348264276,12640.478645016798,1.1673578199052133,54.7147452606635,900.0,,,,,0.0,26192.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5
pgBouncer T,pgbouncer-prod-20260705-192017,pgbouncer-prod,W5_HTAP,PgBouncer,12.0,48.0,runInfo.targetRps_per_node,18.483970050875833,47.88195288149155,29.397982830615714,46.28874457016622,48.0,61.39628552248825,38993.919,45957.119,30000.234557513337,18.0,1.0268872250486574,221.98613895216403,12639.179533029614,1.1045994065281899,54.52190504451037,900.0,,,,,0.0,27438.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5
