scenario,workload,technology,per_node_rps,aggregate_rps,repetition_count,metric_name,mean,median,stddev,min,max,ci95_low,ci95_high
hikari-prod,W5_HTAP,HikariCP,1.0,4.0,5,attempted_rps,4.000257806501078,4.000396329471885,0.0003426355709088022,3.9997725397736152,4.000638325528132,3.999832436452218,4.000683176549938
hikari-prod,W5_HTAP,HikariCP,1.0,4.0,5,error_rate_pct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hikari-prod,W5_HTAP,HikariCP,1.0,4.0,5,error_rps,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hikari-prod,W5_HTAP,HikariCP,1.0,4.0,5,offered_rps,4.0,4.0,0.0,4.0,4.0,4.0,4.0
hikari-prod,W5_HTAP,HikariCP,1.0,4.0,5,p95_latency_ms,530.9686,533.631,13.224140834095824,512.511,545.1510000000001,514.551292778197,547.3859072218031
hikari-prod,W5_HTAP,HikariCP,1.0,4.0,5,p99_latency_ms,6897.6630000000005,7053.311,386.4294349037089,6297.599,7303.1669999999995,6417.924404354915,7377.401595645086
hikari-prod,W5_HTAP,HikariCP,1.0,4.0,5,postgres_backend_connections,41.0,41.0,0.0,41.0,41.0,41.0,41.0
hikari-prod,W5_HTAP,HikariCP,1.0,4.0,5,postgres_cpu_pct_avg,19.30454512329525,18.162536327608983,2.5447036366582196,17.92013458950202,23.844872180451127,16.145384772874337,22.46370547371616
hikari-prod,W5_HTAP,HikariCP,1.0,4.0,5,postgres_rss_mib,4302.405138824464,4076.902122830441,502.13915901370547,4049.910269179004,5199.583533834586,3679.0169773515527,4925.793300297376
hikari-prod,W5_HTAP,HikariCP,1.0,4.0,5,proxy_tier_cpu_pct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hikari-prod,W5_HTAP,HikariCP,1.0,4.0,5,proxy_tier_rss_mib,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hikari-prod,W5_HTAP,HikariCP,1.0,4.0,5,rps_per_db_connection,0.09756726357319703,0.0975706421822411,8.356965144117464e-06,0.09755542779935647,0.09757654452507639,0.09755688869395655,0.09757763845243751
hikari-prod,W5_HTAP,HikariCP,1.0,4.0,5,successful_rps,4.000257806501078,4.000396329471885,0.0003426355709088022,3.9997725397736152,4.000638325528132,3.999832436452218,4.000683176549938
hikari-prod,W5_HTAP,HikariCP,4.0,16.0,5,attempted_rps,15.47676650764792,15.50829770554,0.06481719585468101,15.405224022271607,15.54763406378262,15.396298231413411,15.557234783882429
hikari-prod,W5_HTAP,HikariCP,4.0,16.0,5,error_rate_pct,0.11704054618921556,0.0,0.26171061740278995,0.0,0.5852027309460778,-0.2078640100320468,0.4419451024104779
hikari-prod,W5_HTAP,HikariCP,4.0,16.0,5,error_rps,0.017967767566763337,0.0,0.04017714968319881,0.0,0.08983883783381669,-0.03191075519857167,0.06784629033209835
