timestamp_iso,attempted_rps,achieved_rps,errors,p50_ms,p95_ms,p99_ms,p999_ms,max_ms
2026-07-15T02:06:49.053Z,0.00,0.00,0,15.87,451.07,451.07,451.07,451.07
2026-07-15T02:06:50.049Z,1.00,2.01,0,13.02,23.86,23.86,23.86,23.86
2026-07-15T02:06:51.048Z,2.00,2.00,0,11.58,13.80,13.80,13.80,13.80
2026-07-15T02:06:52.048Z,2.00,2.00,0,11.87,11.97,11.97,11.97,11.97
2026-07-15T02:06:53.048Z,2.00,2.00,0,9.90,10.88,10.88,10.88,10.88
2026-07-15T02:06:54.048Z,2.00,2.00,0,11.77,12.16,12.16,12.16,12.16
2026-07-15T02:06:55.048Z,2.00,2.00,0,20.22,20.80,20.80,20.80,20.80
2026-07-15T02:06:56.048Z,2.00,2.00,0,10.74,29.04,29.04,29.04,29.04
2026-07-15T02:06:57.048Z,2.00,2.00,0,9.50,33.22,33.22,33.22,33.22
2026-07-15T02:06:58.048Z,2.00,2.00,0,11.54,31.52,31.52,31.52,31.52
2026-07-15T02:06:59.048Z,2.00,2.00,0,10.70,16.66,16.66,16.66,16.66
2026-07-15T02:07:00.048Z,2.00,2.00,0,10.25,14.52,14.52,14.52,14.52
2026-07-15T02:07:01.048Z,2.00,1.00,0,8.82,8.82,8.82,8.82,8.82
2026-07-15T02:07:02.048Z,2.00,2.00,0,8.42,11.69,11.69,11.69,11.69
2026-07-15T02:07:03.048Z,2.00,2.00,0,8.38,25.71,25.71,25.71,25.71
2026-07-15T02:07:04.048Z,2.00,2.00,0,10.80,13.61,13.61,13.61,13.61
2026-07-15T02:07:05.048Z,2.00,2.00,0,7.80,19.86,19.86,19.86,19.86
2026-07-15T02:07:06.048Z,2.00,2.00,0,7.75,7.76,7.76,7.76,7.76
2026-07-15T02:07:07.048Z,2.00,2.00,0,6.91,17.18,17.18,17.18,17.18
2026-07-15T02:07:08.048Z,2.00,2.00,0,6.77,7.49,7.49,7.49,7.49
2026-07-15T02:07:09.048Z,2.00,2.00,0,7.28,12.99,12.99,12.99,12.99
2026-07-15T02:07:10.048Z,2.00,3.00,0,18.99,9494.53,9494.53,9494.53,9494.53
2026-07-15T02:07:11.048Z,2.00,2.00,0,6.85,15.79,15.79,15.79,15.79
2026-07-15T02:07:12.048Z,2.00,2.00,0,7.32,7.44,7.44,7.44,7.44
2026-07-15T02:07:13.048Z,2.00,2.00,0,6.75,7.09,7.09,7.09,7.09
2026-07-15T02:07:14.048Z,2.00,2.00,0,6.95,7.28,7.28,7.28,7.28
2026-07-15T02:07:15.048Z,2.00,2.00,0,6.88,7.40,7.40,7.40,7.40
2026-07-15T02:07:16.048Z,2.00,2.00,0,7.34,9.89,9.89,9.89,9.89
2026-07-15T02:07:17.048Z,2.00,2.00,0,6.90,8.74,8.74,8.74,8.74
2026-07-15T02:07:18.048Z,2.00,2.00,0,6.91,26.11,26.11,26.11,26.11
2026-07-15T02:07:19.048Z,2.00,2.00,0,7.62,20.53,20.53,20.53,20.53
2026-07-15T02:07:20.048Z,2.00,2.00,0,13.68,26.32,26.32,26.32,26.32
2026-07-15T02:07:21.048Z,2.00,2.00,0,15.10,43.55,43.55,43.55,43.55
2026-07-15T02:07:22.048Z,2.00,2.00,0,8.91,28.11,28.11,28.11,28.11
2026-07-15T02:07:23.048Z,2.00,1.00,0,14.53,14.53,14.53,14.53,14.53
2026-07-15T02:07:24.048Z,2.00,1.00,0,8.87,8.87,8.87,8.87,8.87
2026-07-15T02:07:25.048Z,2.00,1.00,0,8.82,8.82,8.82,8.82,8.82
2026-07-15T02:07:26.048Z,2.00,1.00,1,6.95,6.95,6.95,6.95,6.95
2026-07-15T02:07:27.048Z,2.00,1.00,0,7.66,7.66,7.66,7.66,7.66
2026-07-15T02:07:28.048Z,2.00,2.00,0,6.50,8.33,8.33,8.33,8.33
2026-07-15T02:07:29.048Z,2.00,1.00,1,6.12,6.12,6.12,6.12,6.12
2026-07-15T02:07:30.048Z,2.00,1.00,1,9.48,9.48,9.48,9.48,9.48
2026-07-15T02:07:31.048Z,2.00,2.00,0,14.19,57.09,57.09,57.09,57.09
2026-07-15T02:07:32.048Z,2.00,2.00,1,34.14,9281.54,9281.54,9281.54,9281.54
2026-07-15T02:07:33.048Z,2.00,1.00,0,5.81,5.81,5.81,5.81,5.81
2026-07-15T02:07:34.048Z,2.00,2.00,0,5.86,11.54,11.54,11.54,11.54
2026-07-15T02:07:35.048Z,2.00,1.00,1,5.78,5.78,5.78,5.78,5.78
2026-07-15T02:07:36.048Z,2.00,1.00,1,8.78,8.78,8.78,8.78,8.78
