timestamp,heap_used_mb,heap_committed_mb,ygc_count,ygct_s,fgc_count,fgct_s,gct_s
2026-05-22T16:28:02Z,12.68,40.00,4,0.018,0,0.000,0.020
2026-05-22T16:28:03Z,12.68,40.00,4,0.018,0,0.000,0.020
2026-05-22T16:28:04Z,12.68,40.00,4,0.018,0,0.000,0.020
2026-05-22T16:28:05Z,12.68,40.00,4,0.018,0,0.000,0.020
2026-05-22T16:28:06Z,12.68,40.00,4,0.018,0,0.000,0.020
2026-05-22T16:28:07Z,12.68,40.00,4,0.018,0,0.000,0.020
2026-05-22T16:28:08Z,12.68,40.00,4,0.018,0,0.000,0.020
2026-05-22T16:28:09Z,12.68,40.00,4,0.018,0,0.000,0.020
2026-05-22T16:28:10Z,12.68,40.00,4,0.018,0,0.000,0.020
2026-05-22T16:28:11Z,12.68,40.00,4,0.018,0,0.000,0.020
2026-05-22T16:28:12Z,12.68,40.00,4,0.018,0,0.000,0.020
2026-05-22T16:28:13Z,12.68,40.00,4,0.018,0,0.000,0.020
2026-05-22T16:28:14Z,15.15,45.00,5,0.025,0,0.000,0.028
2026-05-22T16:28:15Z,19.15,45.00,5,0.025,0,0.000,0.028
2026-05-22T16:28:16Z,17.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:17Z,17.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:18Z,17.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:19Z,17.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:20Z,18.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:21Z,18.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:22Z,18.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:23Z,18.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:24Z,18.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:25Z,19.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:26Z,19.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:27Z,19.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:28Z,19.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:29Z,19.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:30Z,20.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:31Z,20.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:32Z,20.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:33Z,20.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:34Z,20.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:35Z,20.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:36Z,20.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:37Z,20.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:38Z,20.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:39Z,21.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:40Z,22.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:41Z,23.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:42Z,23.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:43Z,24.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:44Z,24.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:45Z,24.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:46Z,24.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:47Z,24.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:48Z,24.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:49Z,24.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:50Z,24.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:51Z,25.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:52Z,25.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:53Z,25.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:54Z,25.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:55Z,25.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:56Z,26.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:57Z,26.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:58Z,26.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:28:59Z,27.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:29:00Z,27.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:29:01Z,27.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:29:02Z,27.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:29:03Z,28.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:29:04Z,28.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:29:05Z,29.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:29:06Z,30.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:29:07Z,30.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:29:08Z,31.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:29:09Z,31.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:29:10Z,31.54,45.00,7,0.032,0,0.000,0.042
2026-05-22T16:29:11Z,31.54,45.00,7,0.032,0,0.000,0.042
