timestamp,numbackends,active_backends,idle_backends,xact_commit,xact_rollback,blks_hit,blks_read,cache_hit_pct,temp_bytes,deadlocks,lock_waits,buffers_checkpoint,checkpoint_write_ms
2026-05-23T00:36:28Z,1,52,0,6203,0,100.00,0,0,1,0,0,9314,0
2026-05-23T00:36:33Z,1,84,0,10267,0,100.00,0,0,1,0,0,15012,0
2026-05-23T00:36:38Z,14,137,0,14755,0,100.00,0,0,1,12,0,20595,0
2026-05-23T00:36:43Z,16,229,0,26902,0,100.00,0,0,2,14,0,26185,0
2026-05-23T00:36:49Z,16,310,0,198325,0,100.00,260653056,0,1,15,0,31778,0
2026-05-23T00:36:54Z,23,385,0,204407,0,100.00,260653056,0,4,12,0,33706,269703
2026-05-23T00:36:59Z,20,436,0,377017,0,100.00,260653056,0,3,13,0,33706,269703
2026-05-23T00:37:04Z,16,559,0,723312,0,100.00,260653056,0,2,14,0,33706,269703
2026-05-23T00:37:10Z,23,653,0,5831189,0,100.00,260653056,0,3,13,0,33706,269703
2026-05-23T00:37:15Z,20,750,0,6005063,0,100.00,260653056,0,2,14,0,33706,269703
2026-05-23T00:37:20Z,16,835,0,6361922,0,100.00,260653056,0,2,14,0,33706,269703
2026-05-23T00:37:26Z,16,917,0,6534706,0,100.00,521306112,0,1,15,0,41791,269703
2026-05-23T00:37:31Z,16,1016,0,6545241,0,100.00,521306112,0,3,13,0,50009,269703
2026-05-23T00:37:36Z,23,1071,0,6553797,0,100.00,521306112,0,4,12,0,58596,269703
2026-05-23T00:37:41Z,23,1149,0,11824326,0,100.00,521306112,0,3,13,0,66987,269703
2026-05-23T00:37:47Z,16,1248,0,12334684,0,100.00,521306112,0,1,15,0,75219,269703
2026-05-23T00:37:52Z,16,1314,0,12356783,0,100.00,521306112,0,4,12,0,83581,269703
2026-05-23T00:37:57Z,20,1365,0,12361730,0,100.00,521306112,0,4,12,0,92109,269703
2026-05-23T00:38:03Z,20,1415,0,12369882,0,100.00,521306112,0,4,12,0,100452,269703
2026-05-23T00:38:08Z,16,1487,0,12883558,0,100.00,781959168,0,2,13,0,108637,269703
2026-05-23T00:38:13Z,20,1564,0,17987545,0,100.00,781959168,0,2,14,0,116924,269703
2026-05-23T00:38:18Z,15,1642,0,18176152,0,100.00,781959168,0,1,15,0,125044,269703
2026-05-23T00:38:24Z,16,1705,0,18182394,0,100.00,781959168,0,2,14,0,133209,269703
2026-05-23T00:38:29Z,16,1757,0,18357342,0,100.00,1042612224,0,1,15,0,141401,269703
2026-05-23T00:38:34Z,20,1821,0,18367987,0,100.00,1042612224,0,2,14,0,149679,269703
2026-05-23T00:38:39Z,16,1880,0,18710750,0,100.00,1042612224,0,1,15,0,157769,269703
2026-05-23T00:38:44Z,16,1978,0,18718364,0,100.00,1042612224,0,1,15,0,165941,269703
2026-05-23T00:38:50Z,16,2040,0,18741528,0,100.00,1042612224,0,2,14,0,173984,269703
2026-05-23T00:38:55Z,16,2092,0,18915037,0,100.00,1303265280,0,1,15,0,182192,269703
2026-05-23T00:39:00Z,16,2147,0,18938377,0,100.00,1303265280,0,2,14,0,190396,269703
2026-05-23T00:39:05Z,16,2190,0,18942990,0,100.00,1303265280,0,2,13,0,198631,269703
2026-05-23T00:39:10Z,20,2268,0,24050189,0,100.00,1303265280,0,2,14,0,206882,269703
2026-05-23T00:39:16Z,16,2353,0,24225148,0,100.00,1303265280,0,2,14,0,215142,269703
2026-05-23T00:39:21Z,16,2413,0,24234272,0,100.00,1303265280,0,2,14,0,223235,269703
2026-05-23T00:39:26Z,20,2463,0,24409665,0,100.00,1563918336,0,2,14,0,231817,269703
2026-05-23T00:39:32Z,16,2519,0,24750692,0,100.00,1563918336,0,1,15,0,239943,269703
2026-05-23T00:39:37Z,16,2604,0,24928118,0,100.00,1563918336,0,1,15,0,248131,269703
2026-05-23T00:39:42Z,16,2680,0,24950990,0,100.00,1563918336,0,1,15,0,256327,269703
2026-05-23T00:39:47Z,16,2752,0,24957521,0,100.00,1563918336,0,2,14,0,264379,269703
2026-05-23T00:39:52Z,16,2807,0,24965112,0,100.00,1563918336,0,2,14,0,272613,269703
2026-05-23T00:39:57Z,16,2900,0,30073114,0,100.00,1563918336,0,1,15,0,280792,269703
2026-05-23T00:40:03Z,20,2956,0,30080169,0,100.00,1563918336,0,2,14,0,289210,269703
2026-05-23T00:40:08Z,16,3014,0,30349993,0,100.00,1563918336,0,2,14,0,297385,269703
2026-05-23T00:40:13Z,16,3104,0,30432117,0,100.00,1563918336,0,1,15,0,305565,269703
2026-05-23T00:40:18Z,16,3174,0,30439928,0,100.00,1563918336,0,2,14,0,313603,269703
2026-05-23T00:40:24Z,16,3234,0,35547248,0,100.00,1563918336,0,1,14,0,321787,269703
2026-05-23T00:40:29Z,16,3314,0,35570412,0,100.00,1563918336,0,1,15,0,329974,269703
2026-05-23T00:40:34Z,16,3372,0,35578407,0,100.00,1563918336,0,2,14,0,338163,269703
2026-05-23T00:40:39Z,16,3433,0,35752199,0,100.00,1824571392,0,2,14,0,346186,269703
2026-05-23T00:40:44Z,20,3476,0,35758923,0,100.00,1824571392,0,2,14,0,354929,269703
2026-05-23T00:40:50Z,16,3543,0,36104556,0,100.00,1824571392,0,2,14,0,362962,269703
2026-05-23T00:40:55Z,16,3599,0,36129776,0,100.00,1824571392,0,2,14,0,371336,269703
2026-05-23T00:41:00Z,16,3661,0,41236442,0,100.00,1824571392,0,2,14,0,379562,269703
2026-05-23T00:41:05Z,16,3719,0,41244352,0,100.00,1824571392,0,2,14,0,387638,269703
2026-05-23T00:41:11Z,16,3782,0,41586247,0,100.00,2085224448,0,1,15,0,395894,269703
2026-05-23T00:41:16Z,16,3841,0,41607807,0,100.00,2085224448,0,2,14,0,404096,269703
2026-05-23T00:41:21Z,16,3891,0,41616373,0,100.00,2085224448,0,2,14,0,412158,269703
2026-05-23T00:41:26Z,16,3971,0,46724447,0,100.00,2085224448,0,1,15,0,420532,269703
2026-05-23T00:41:31Z,16,4032,0,46732188,0,100.00,2085224448,0,2,14,0,428783,269703
2026-05-23T00:41:37Z,16,4085,0,47071626,0,100.00,2345885696,0,1,15,0,437006,269703
2026-05-23T00:41:42Z,16,4192,0,47082782,0,100.00,2345885696,0,1,15,0,445049,269703
2026-05-23T00:41:47Z,16,4325,0,47095913,0,100.00,2345885696,0,4,12,0,453609,269703
2026-05-23T00:41:52Z,16,4412,0,47272935,0,100.00,2606546944,0,4,12,0,458385,539496
2026-05-23T00:41:58Z,23,4503,0,47619379,0,100.00,3127869440,0,4,10,0,458385,539496
2026-05-23T00:42:03Z,16,4614,2,47964742,0,100.00,3127869440,0,2,14,0,458385,539496
2026-05-23T00:42:09Z,16,4767,2,48141382,0,100.00,3388530688,0,2,14,0,458385,539496
2026-05-23T00:42:14Z,23,4858,2,48152531,0,100.00,3388530688,0,5,11,0,458385,539496
2026-05-23T00:42:19Z,23,4911,2,48158012,0,100.00,3388530688,0,5,11,0,458385,539496
2026-05-23T00:42:25Z,23,4966,2,48166538,0,100.00,3388530688,0,5,11,0,458432,539496
