timestamp,pid,cpu_pct,host_cpu_pct,rss_mb,vsz_mb
2026-07-12T08:22:33Z,1098290,0.00,1.97,9.18,37.08
2026-07-12T08:22:34Z,1098290,0.00,1.97,9.18,37.08
2026-07-12T08:22:35Z,1098290,0.00,2.93,9.18,37.08
2026-07-12T08:22:36Z,1098290,0.00,1.96,9.18,37.08
2026-07-12T08:22:37Z,1098290,0.98,0.99,9.18,37.08
2026-07-12T08:22:38Z,1098290,0.00,3.92,9.18,37.08
2026-07-12T08:22:39Z,1098290,0.00,1.96,9.18,37.08
2026-07-12T08:22:40Z,1098290,0.98,3.94,11.46,37.21
2026-07-12T08:22:41Z,1098290,0.00,33.17,11.46,37.21
2026-07-12T08:22:42Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:22:43Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:22:44Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:22:45Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:22:46Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:22:47Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:22:48Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:22:49Z,1098290,0.98,2.94,11.46,37.21
2026-07-12T08:22:50Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:22:51Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:22:52Z,1098290,0.00,3.88,11.46,37.21
2026-07-12T08:22:53Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:22:54Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:22:55Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:22:57Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:22:58Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:22:59Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:23:00Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:23:01Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:23:02Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:23:03Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:23:04Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:23:05Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:23:06Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:23:07Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:23:08Z,1098290,0.00,0.99,11.46,37.21
2026-07-12T08:23:09Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:23:10Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:23:11Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:23:12Z,1098290,0.00,0.99,11.46,37.21
2026-07-12T08:23:13Z,1098290,0.00,3.90,11.46,37.21
2026-07-12T08:23:14Z,1098290,0.98,2.94,11.46,37.21
2026-07-12T08:23:15Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:23:16Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:23:17Z,1098290,0.98,3.90,11.46,37.21
2026-07-12T08:23:18Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:23:19Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:23:20Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:23:21Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:23:22Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:23:23Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:23:24Z,1098290,0.00,0.99,11.46,37.21
2026-07-12T08:23:25Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:23:26Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:23:27Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:23:28Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:23:29Z,1098290,0.00,0.99,11.46,37.21
2026-07-12T08:23:30Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:23:31Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:23:32Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:23:33Z,1098290,0.00,0.99,11.46,37.21
2026-07-12T08:23:34Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:23:35Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:23:36Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:23:37Z,1098290,0.98,0.99,11.46,37.21
2026-07-12T08:23:38Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:23:39Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:23:40Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:23:41Z,1098290,0.00,0.99,11.46,37.21
2026-07-12T08:23:42Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:23:44Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:23:45Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:23:46Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:23:47Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:23:48Z,1098290,0.98,2.93,11.46,37.21
2026-07-12T08:23:49Z,1098290,0.00,0.99,11.46,37.21
2026-07-12T08:23:50Z,1098290,0.00,3.88,11.46,37.21
2026-07-12T08:23:51Z,1098290,0.00,23.65,11.46,37.21
2026-07-12T08:23:52Z,1098290,0.00,12.68,11.46,37.21
2026-07-12T08:23:53Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:23:54Z,1098290,0.00,5.91,11.46,37.21
2026-07-12T08:23:55Z,1098290,0.00,29.27,11.46,37.21
2026-07-12T08:23:56Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:23:57Z,1098290,0.00,0.99,11.46,37.21
2026-07-12T08:23:58Z,1098290,0.00,32.20,11.46,37.21
2026-07-12T08:23:59Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:24:00Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:24:01Z,1098290,0.00,32.20,11.46,37.21
2026-07-12T08:24:02Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:24:03Z,1098290,0.98,2.94,11.46,37.21
2026-07-12T08:24:04Z,1098290,0.00,32.35,11.46,37.21
2026-07-12T08:24:05Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:24:06Z,1098290,0.00,3.92,11.46,37.21
2026-07-12T08:24:07Z,1098290,0.98,4.88,11.46,37.21
2026-07-12T08:24:08Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:24:09Z,1098290,0.00,0.99,11.46,37.21
2026-07-12T08:24:10Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:24:11Z,1098290,0.98,2.93,11.46,37.21
2026-07-12T08:24:12Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:24:13Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:24:14Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:24:15Z,1098290,0.98,1.98,11.46,37.21
2026-07-12T08:24:16Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:24:17Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:24:18Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:24:19Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:24:20Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:24:21Z,1098290,0.00,32.35,11.46,37.21
2026-07-12T08:24:22Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:24:23Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:24:24Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:24:25Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:24:26Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:24:27Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:24:28Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:24:30Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:24:31Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:24:32Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:24:33Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:24:34Z,1098290,0.00,0.99,11.46,37.21
2026-07-12T08:24:35Z,1098290,0.98,2.93,11.46,37.21
2026-07-12T08:24:36Z,1098290,0.00,3.90,11.46,37.21
2026-07-12T08:24:37Z,1098290,0.00,0.99,11.46,37.21
2026-07-12T08:24:38Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:24:39Z,1098290,0.98,1.97,11.46,37.21
2026-07-12T08:24:40Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:24:41Z,1098290,0.98,2.94,11.46,37.21
2026-07-12T08:24:42Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:24:43Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:24:44Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:24:45Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:24:46Z,1098290,0.00,3.90,11.46,37.21
2026-07-12T08:24:47Z,1098290,0.00,0.99,11.46,37.21
2026-07-12T08:24:48Z,1098290,0.00,2.96,11.46,37.21
2026-07-12T08:24:49Z,1098290,0.98,2.93,11.46,37.21
2026-07-12T08:24:50Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:24:51Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:24:52Z,1098290,0.98,1.96,11.46,37.21
2026-07-12T08:24:53Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:24:54Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:24:55Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:24:56Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:24:57Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:24:58Z,1098290,0.98,0.99,11.46,37.21
2026-07-12T08:24:59Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:25:00Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:25:01Z,1098290,0.00,3.90,11.46,37.21
2026-07-12T08:25:02Z,1098290,0.98,1.96,11.46,37.21
2026-07-12T08:25:03Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:25:04Z,1098290,0.98,3.92,11.46,37.21
2026-07-12T08:25:05Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:25:06Z,1098290,0.98,2.94,11.46,37.21
2026-07-12T08:25:07Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:25:08Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:25:09Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:25:10Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:25:11Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:25:12Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:25:13Z,1098290,0.98,2.94,11.46,37.21
2026-07-12T08:25:14Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:25:15Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:25:16Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:25:18Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:25:19Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:25:20Z,1098290,0.00,29.41,11.46,37.21
2026-07-12T08:25:21Z,1098290,0.00,6.83,11.46,37.21
2026-07-12T08:25:22Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:25:23Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:25:24Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:25:25Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:25:26Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:25:27Z,1098290,0.98,1.96,11.46,37.21
2026-07-12T08:25:28Z,1098290,0.98,1.96,11.46,37.21
2026-07-12T08:25:29Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:25:30Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:25:31Z,1098290,0.00,0.99,11.46,37.21
2026-07-12T08:25:32Z,1098290,0.00,3.88,11.46,37.21
2026-07-12T08:25:33Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:25:34Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:25:35Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:25:36Z,1098290,0.00,0.99,11.46,37.21
2026-07-12T08:25:37Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:25:38Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:25:39Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:25:40Z,1098290,0.98,2.94,11.46,37.21
2026-07-12T08:25:41Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:25:42Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:25:43Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:25:44Z,1098290,0.00,1.96,11.46,37.21
2026-07-12T08:25:45Z,1098290,0.00,2.94,11.46,37.21
2026-07-12T08:25:46Z,1098290,0.00,0.99,11.46,37.21
2026-07-12T08:25:47Z,1098290,0.00,2.93,11.46,37.21
2026-07-12T08:25:48Z,1098290,0.00,1.97,11.46,37.21
2026-07-12T08:25:49Z,1098290,0.98,1.96,11.46,37.21
