scenario,workload,technology,per_node_rps,aggregate_rps,repetition_count,metric_name,mean,median,stddev,min,max,ci95_low,ci95_high
hikari-prod,W5_HTAP,HikariCP,0.5,1.0,5,attempted_rps,1.3348878429943987,1.3345709863251716,0.0009642972956217609,1.3337329043960706,1.3359387028218044,1.333690701709079,1.3360849842797182
hikari-prod,W5_HTAP,HikariCP,0.5,1.0,5,error_rate_pct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hikari-prod,W5_HTAP,HikariCP,0.5,1.0,5,error_rps,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hikari-prod,W5_HTAP,HikariCP,0.5,1.0,5,offered_rps,1.0,1.0,0.0,1.0,1.0,1.0,1.0
hikari-prod,W5_HTAP,HikariCP,0.5,1.0,5,p95_latency_ms,11740.7734,11714.559000000001,261.04730595966754,11390.974999999999,12120.063,11416.69232168041,12064.85447831959
hikari-prod,W5_HTAP,HikariCP,0.5,1.0,5,p99_latency_ms,32630.3734,33161.215,875.421666524652,31531.006999999998,33382.399,31543.56809232341,33717.17870767659
hikari-prod,W5_HTAP,HikariCP,0.5,1.0,5,postgres_backend_connections,39.0,39.0,0.0,39.0,39.0,39.0,39.0
hikari-prod,W5_HTAP,HikariCP,0.5,1.0,5,postgres_cpu_pct_avg,34.74484876166541,34.84397129186603,0.5546356329798036,33.903937947494036,35.341813842482104,34.0562880682318,35.43340945509902
hikari-prod,W5_HTAP,HikariCP,0.5,1.0,5,postgres_rss_mib,6775.75761131435,6700.880596658711,221.92574357522184,6583.615584725536,7154.542649164678,6500.244581136413,7051.270641492286
hikari-prod,W5_HTAP,HikariCP,0.5,1.0,5,proxy_tier_cpu_pct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hikari-prod,W5_HTAP,HikariCP,0.5,1.0,5,proxy_tier_rss_mib,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hikari-prod,W5_HTAP,HikariCP,0.5,1.0,5,rps_per_db_connection,0.03436086283167942,0.034352707764186745,2.4821401754314964e-05,0.03433113554992838,0.03438791157567943,0.03433004793161228,0.034391677731746555
hikari-prod,W5_HTAP,HikariCP,0.5,1.0,5,successful_rps,1.3400736504354973,1.339755602803283,0.0009680346684182614,1.3389142864472068,1.3411285514514977,1.338871869332879,1.3412754315381157
hikari-prod,W5_HTAP,HikariCP,2.0,4.0,5,attempted_rps,5.317889624634749,5.317298045889634,0.0029709602675582424,5.315084041722878,5.320991979732252,5.314201281621151,5.321577967648348
hikari-prod,W5_HTAP,HikariCP,2.0,4.0,5,error_rate_pct,62.4703933549293,62.72157076629398,1.8888626519442806,59.55452940377563,64.27501701837986,60.12543659397242,64.81535011588619
hikari-prod,W5_HTAP,HikariCP,2.0,4.0,5,error_rps,3.383440664384448,3.3948064325991574,0.09579032232184531,3.2361348382677773,3.4841033103908883,3.2645203375244534,3.502360991244443
hikari-prod,W5_HTAP,HikariCP,2.0,4.0,5,offered_rps,4.0,4.0,0.0,4.0,4.0,4.0,4.0
