timestamp,pid,cpu_pct,host_cpu_pct,rss_mb,vsz_mb
2026-07-15T09:42:36Z,665391,0.00,2.93,21.85,336.73
2026-07-15T09:42:37Z,665391,0.00,2.92,21.85,336.73
2026-07-15T09:42:38Z,665391,0.00,1.95,21.85,336.73
2026-07-15T09:42:39Z,665391,0.97,4.87,21.90,336.73
2026-07-15T09:42:40Z,665391,0.00,2.92,21.90,336.73
2026-07-15T09:42:41Z,665391,0.00,2.92,21.91,336.73
2026-07-15T09:42:43Z,665391,0.00,2.92,21.91,336.73
2026-07-15T09:42:44Z,665391,0.97,2.92,21.91,336.73
2026-07-15T09:42:45Z,665391,0.00,2.92,21.91,336.73
2026-07-15T09:42:46Z,665391,0.00,2.92,21.91,336.73
2026-07-15T09:42:47Z,665391,0.00,3.88,21.91,336.73
2026-07-15T09:42:48Z,665391,0.00,2.92,21.91,336.73
2026-07-15T09:42:49Z,665391,0.97,3.89,21.91,336.73
2026-07-15T09:42:50Z,665391,0.00,1.95,21.91,336.73
2026-07-15T09:42:51Z,665391,0.00,3.88,21.91,336.73
2026-07-15T09:42:52Z,665391,0.00,1.95,21.91,336.73
2026-07-15T09:42:53Z,665391,0.00,2.92,21.91,336.73
2026-07-15T09:42:54Z,665391,0.00,2.92,21.91,336.73
2026-07-15T09:42:55Z,665391,0.00,2.92,21.91,336.73
2026-07-15T09:42:56Z,665391,0.00,1.95,21.91,336.73
2026-07-15T09:42:57Z,665391,0.00,2.92,21.91,336.73
2026-07-15T09:42:58Z,665391,0.00,3.88,21.91,336.73
2026-07-15T09:42:59Z,665391,0.00,1.95,21.91,336.73
2026-07-15T09:43:00Z,665391,0.97,2.92,21.91,336.73
2026-07-15T09:43:01Z,665391,0.00,3.88,21.91,336.73
2026-07-15T09:43:02Z,665391,0.00,3.88,21.91,336.73
2026-07-15T09:43:03Z,665391,0.00,2.92,21.91,336.73
2026-07-15T09:43:04Z,665391,0.00,2.92,21.91,336.73
2026-07-15T09:43:05Z,665391,0.00,2.92,21.91,336.73
2026-07-15T09:43:06Z,665391,0.00,2.93,21.91,336.73
2026-07-15T09:43:07Z,665391,0.00,3.87,21.91,336.73
2026-07-15T09:43:08Z,665391,0.00,2.93,21.91,336.73
2026-07-15T09:43:09Z,665391,0.97,2.93,21.92,336.73
2026-07-15T09:43:10Z,665391,0.00,2.92,21.92,336.73
2026-07-15T09:43:11Z,665391,0.97,4.85,21.93,336.73
2026-07-15T09:43:12Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:13Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:14Z,665391,0.00,33.09,21.93,336.73
2026-07-15T09:43:15Z,665391,0.00,1.95,21.93,336.73
2026-07-15T09:43:16Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:17Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:19Z,665391,0.97,3.88,21.93,336.73
2026-07-15T09:43:20Z,665391,0.00,3.88,21.93,336.73
2026-07-15T09:43:21Z,665391,0.00,2.93,21.93,336.73
2026-07-15T09:43:22Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:23Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:24Z,665391,0.00,1.95,21.93,336.73
2026-07-15T09:43:25Z,665391,0.00,4.84,21.93,336.73
2026-07-15T09:43:26Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:27Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:28Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:29Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:30Z,665391,0.97,1.95,21.93,336.73
2026-07-15T09:43:31Z,665391,0.00,3.88,21.93,336.73
2026-07-15T09:43:32Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:33Z,665391,0.97,1.95,21.93,336.73
2026-07-15T09:43:34Z,665391,0.00,3.89,21.93,336.73
2026-07-15T09:43:35Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:36Z,665391,0.00,3.88,21.93,336.73
2026-07-15T09:43:37Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:38Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:39Z,665391,0.97,4.87,21.93,336.73
2026-07-15T09:43:40Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:41Z,665391,0.00,3.88,21.93,336.73
2026-07-15T09:43:42Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:43Z,665391,0.00,1.95,21.93,336.73
2026-07-15T09:43:44Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:45Z,665391,0.97,4.85,21.93,336.73
2026-07-15T09:43:46Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:47Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:48Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:49Z,665391,0.00,3.88,21.93,336.73
2026-07-15T09:43:50Z,665391,0.00,1.95,21.93,336.73
2026-07-15T09:43:51Z,665391,0.97,2.92,21.93,336.73
2026-07-15T09:43:52Z,665391,0.00,3.88,21.93,336.73
2026-07-15T09:43:53Z,665391,0.00,1.95,21.93,336.73
2026-07-15T09:43:55Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:56Z,665391,0.00,5.83,21.93,336.73
2026-07-15T09:43:57Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:43:58Z,665391,0.00,3.88,21.93,336.73
2026-07-15T09:43:59Z,665391,0.00,1.95,21.93,336.73
2026-07-15T09:44:00Z,665391,0.00,3.88,21.93,336.73
2026-07-15T09:44:01Z,665391,0.00,1.96,21.93,336.73
2026-07-15T09:44:02Z,665391,0.00,3.88,21.93,336.73
2026-07-15T09:44:03Z,665391,0.97,2.92,21.93,336.73
2026-07-15T09:44:04Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:44:05Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:44:06Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:44:07Z,665391,0.00,3.88,21.93,336.73
2026-07-15T09:44:08Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:44:09Z,665391,0.97,3.89,21.93,336.73
2026-07-15T09:44:10Z,665391,0.00,2.93,21.93,336.73
2026-07-15T09:44:11Z,665391,0.00,2.92,21.93,336.73
2026-07-15T09:44:12Z,665391,0.00,3.89,21.93,336.73
2026-07-15T09:44:13Z,665391,0.00,3.88,21.93,336.73
2026-07-15T09:44:14Z,665391,0.00,2.93,21.93,336.73
2026-07-15T09:44:15Z,665391,0.00,1.95,21.93,336.73
2026-07-15T09:44:16Z,665391,0.97,3.89,21.95,336.73
2026-07-15T09:44:17Z,665391,0.00,4.85,21.95,336.73
2026-07-15T09:44:18Z,665391,0.00,2.92,21.95,336.73
2026-07-15T09:44:19Z,665391,0.00,2.92,21.95,336.73
2026-07-15T09:44:20Z,665391,0.00,2.92,21.95,336.73
2026-07-15T09:44:21Z,665391,0.97,3.89,21.95,336.73
2026-07-15T09:44:22Z,665391,0.00,1.95,21.95,336.73
2026-07-15T09:44:23Z,665391,0.00,2.92,21.95,336.73
2026-07-15T09:44:24Z,665391,0.00,2.92,21.95,336.73
2026-07-15T09:44:25Z,665391,0.00,2.92,21.95,336.73
2026-07-15T09:44:26Z,665391,0.97,3.89,21.95,336.73
2026-07-15T09:44:27Z,665391,0.00,2.92,21.95,336.73
2026-07-15T09:44:28Z,665391,0.00,3.88,21.95,336.73
2026-07-15T09:44:29Z,665391,0.00,1.95,21.95,336.73
2026-07-15T09:44:31Z,665391,0.00,2.92,21.95,336.73
2026-07-15T09:44:32Z,665391,0.00,4.85,21.95,336.73
2026-07-15T09:44:33Z,665391,0.00,2.92,21.95,336.73
2026-07-15T09:44:34Z,665391,0.97,2.93,21.95,336.73
2026-07-15T09:44:35Z,665391,0.00,2.92,21.95,336.73
2026-07-15T09:44:36Z,665391,0.00,3.89,21.95,336.73
2026-07-15T09:44:37Z,665391,0.00,2.92,21.95,336.73
2026-07-15T09:44:38Z,665391,0.00,3.89,21.95,336.73
2026-07-15T09:44:39Z,665391,0.00,3.89,21.95,336.73
2026-07-15T09:44:40Z,665391,0.97,2.93,21.96,336.73
2026-07-15T09:44:41Z,665391,0.00,2.92,21.96,336.73
2026-07-15T09:44:42Z,665391,0.00,2.92,21.96,336.73
2026-07-15T09:44:43Z,665391,0.00,2.92,21.96,336.73
2026-07-15T09:44:44Z,665391,0.00,3.89,21.96,336.73
2026-07-15T09:44:45Z,665391,0.97,1.95,21.96,336.73
2026-07-15T09:44:46Z,665391,0.00,2.92,21.96,336.73
2026-07-15T09:44:47Z,665391,0.00,3.88,21.96,336.73
2026-07-15T09:44:48Z,665391,0.00,1.95,21.96,336.73
2026-07-15T09:44:49Z,665391,0.00,2.92,21.96,336.73
2026-07-15T09:44:50Z,665391,0.00,2.93,21.96,336.73
2026-07-15T09:44:51Z,665391,0.00,2.92,21.97,336.73
2026-07-15T09:44:52Z,665391,0.00,3.88,21.97,336.73
2026-07-15T09:44:53Z,665391,0.97,2.92,21.97,336.73
2026-07-15T09:44:54Z,665391,0.97,2.92,21.97,336.73
2026-07-15T09:44:55Z,665391,0.00,3.88,21.97,336.73
2026-07-15T09:44:56Z,665391,0.00,2.93,21.97,336.73
2026-07-15T09:44:57Z,665391,0.00,2.92,21.97,336.73
2026-07-15T09:44:58Z,665391,0.00,2.92,21.97,336.73
2026-07-15T09:44:59Z,665391,0.00,2.93,21.97,336.73
2026-07-15T09:45:00Z,665391,0.97,2.92,21.97,336.73
2026-07-15T09:45:01Z,665391,0.00,3.88,21.97,336.73
2026-07-15T09:45:02Z,665391,0.00,2.93,21.97,336.73
2026-07-15T09:45:03Z,665391,0.00,1.95,21.97,336.73
2026-07-15T09:45:04Z,665391,0.00,2.92,21.97,336.73
2026-07-15T09:45:05Z,665391,0.00,3.88,21.97,336.73
2026-07-15T09:45:06Z,665391,0.00,3.89,21.97,336.73
2026-07-15T09:45:08Z,665391,0.97,3.90,21.97,336.73
2026-07-15T09:45:09Z,665391,0.00,2.93,21.97,336.73
2026-07-15T09:45:10Z,665391,0.00,2.92,21.97,336.73
2026-07-15T09:45:11Z,665391,0.00,3.88,21.97,336.73
2026-07-15T09:45:12Z,665391,0.00,1.95,21.97,336.73
2026-07-15T09:45:13Z,665391,0.00,3.89,21.97,336.73
2026-07-15T09:45:14Z,665391,0.00,2.92,21.97,336.73
2026-07-15T09:45:15Z,665391,0.00,3.88,21.97,336.73
2026-07-15T09:45:16Z,665391,0.97,2.92,21.97,336.73
2026-07-15T09:45:17Z,665391,0.00,2.92,21.97,336.73
2026-07-15T09:45:18Z,665391,0.00,2.91,21.97,336.73
2026-07-15T09:45:19Z,665391,0.00,3.89,21.97,336.73
2026-07-15T09:45:20Z,665391,0.97,2.92,21.97,336.73
2026-07-15T09:45:21Z,665391,0.00,2.92,21.98,336.73
2026-07-15T09:45:22Z,665391,0.00,2.93,21.98,336.73
2026-07-15T09:45:23Z,665391,0.00,2.92,21.98,336.73
2026-07-15T09:45:24Z,665391,0.00,4.84,21.98,336.73
2026-07-15T09:45:25Z,665391,0.00,2.93,21.98,336.73
2026-07-15T09:45:26Z,665391,0.00,1.95,21.98,336.73
2026-07-15T09:45:27Z,665391,0.00,33.01,21.98,336.73
2026-07-15T09:45:28Z,665391,0.97,2.93,21.98,336.73
2026-07-15T09:45:29Z,665391,0.00,2.92,21.98,336.73
2026-07-15T09:45:30Z,665391,0.00,3.88,21.98,336.73
2026-07-15T09:45:31Z,665391,0.00,3.88,21.98,336.73
2026-07-15T09:45:32Z,665391,0.00,2.93,21.98,336.73
2026-07-15T09:45:33Z,665391,0.00,2.92,21.98,336.73
2026-07-15T09:45:34Z,665391,0.00,1.95,21.98,336.73
2026-07-15T09:45:35Z,665391,0.00,3.89,21.98,336.73
2026-07-15T09:45:36Z,665391,0.97,2.92,21.98,336.73
2026-07-15T09:45:37Z,665391,0.00,2.93,21.98,336.73
2026-07-15T09:45:38Z,665391,0.00,3.89,21.98,336.73
2026-07-15T09:45:39Z,665391,0.00,3.88,21.98,336.73
2026-07-15T09:45:40Z,665391,0.00,2.92,21.98,336.73
2026-07-15T09:45:41Z,665391,0.97,1.95,21.98,336.73
2026-07-15T09:45:42Z,665391,0.00,2.93,21.98,336.73
2026-07-15T09:45:44Z,665391,0.00,4.84,21.98,336.73
2026-07-15T09:45:45Z,665391,0.00,2.92,21.98,336.73
2026-07-15T09:45:46Z,665391,0.00,2.92,21.98,336.73
2026-07-15T09:45:47Z,665391,0.97,3.88,21.98,336.73
2026-07-15T09:45:48Z,665391,0.00,1.95,21.98,336.73
2026-07-15T09:45:49Z,665391,0.00,2.92,21.98,336.73
2026-07-15T09:45:50Z,665391,0.00,2.92,21.98,336.73
2026-07-15T09:45:51Z,665391,0.00,2.92,21.98,336.73
2026-07-15T09:45:52Z,665391,0.00,2.93,21.98,336.73
2026-07-15T09:45:53Z,665391,0.00,2.92,21.98,336.73
2026-07-15T09:45:54Z,665391,0.97,3.88,21.98,336.73
2026-07-15T09:45:55Z,665391,0.00,2.92,21.98,336.73
2026-07-15T09:45:56Z,665391,0.00,3.88,21.98,336.73
2026-07-15T09:45:57Z,665391,0.00,1.95,21.98,336.73
2026-07-15T09:45:58Z,665391,0.00,2.93,21.98,336.73
2026-07-15T09:45:59Z,665391,0.00,2.92,21.98,336.73
2026-07-15T09:46:00Z,665391,0.00,3.88,21.98,336.73
2026-07-15T09:46:01Z,665391,0.00,1.95,21.98,336.73
2026-07-15T09:46:02Z,665391,0.97,2.92,21.98,336.73
2026-07-15T09:46:03Z,665391,0.00,3.88,21.98,336.73
2026-07-15T09:46:04Z,665391,0.00,2.92,21.98,336.73
2026-07-15T09:46:05Z,665391,0.00,1.96,21.98,336.73
2026-07-15T09:46:06Z,665391,0.00,3.88,21.98,336.73
2026-07-15T09:46:07Z,665391,0.00,3.90,21.98,336.73
2026-07-15T09:46:08Z,665391,0.97,2.92,21.98,336.73
2026-07-15T09:46:09Z,665391,0.00,2.93,21.98,336.73
2026-07-15T09:46:10Z,665391,0.00,3.88,21.98,336.73
2026-07-15T09:46:11Z,665391,0.00,2.92,21.98,336.73
2026-07-15T09:46:12Z,665391,0.00,2.92,21.98,336.73
2026-07-15T09:46:13Z,665391,0.00,1.96,21.98,336.73
2026-07-15T09:46:14Z,665391,0.97,4.84,21.98,336.73
2026-07-15T09:46:15Z,665391,0.00,2.93,21.99,336.73
2026-07-15T09:46:16Z,665391,0.00,2.92,21.99,336.73
2026-07-15T09:46:17Z,665391,0.97,3.88,21.99,336.73
2026-07-15T09:46:18Z,665391,0.00,2.92,21.99,336.73
2026-07-15T09:46:20Z,665391,0.00,2.92,21.99,336.73
2026-07-15T09:46:21Z,665391,0.00,2.93,21.99,336.73
2026-07-15T09:46:22Z,665391,0.00,2.92,21.99,336.73
2026-07-15T09:46:23Z,665391,0.00,2.92,21.99,336.73
2026-07-15T09:46:24Z,665391,0.00,1.95,21.99,336.73
2026-07-15T09:46:25Z,665391,0.97,3.88,21.99,336.73
2026-07-15T09:46:26Z,665391,0.00,1.95,21.99,336.73
2026-07-15T09:46:27Z,665391,0.00,3.88,21.99,336.73
2026-07-15T09:46:28Z,665391,0.00,3.90,21.99,336.73
2026-07-15T09:46:29Z,665391,0.00,2.92,21.99,336.73
2026-07-15T09:46:30Z,665391,0.00,3.89,21.99,336.73
2026-07-15T09:46:31Z,665391,0.00,3.88,21.99,336.73
2026-07-15T09:46:32Z,665391,0.00,3.89,21.99,336.73
2026-07-15T09:46:33Z,665391,0.97,2.93,21.99,336.73
2026-07-15T09:46:34Z,665391,0.00,3.88,21.99,336.73
2026-07-15T09:46:35Z,665391,0.00,2.92,21.99,336.73
2026-07-15T09:46:36Z,665391,0.00,3.89,21.99,336.73
2026-07-15T09:46:37Z,665391,0.00,2.93,22.00,336.73
2026-07-15T09:46:38Z,665391,1.94,2.92,22.00,336.73
2026-07-15T09:46:39Z,665391,0.00,2.93,22.00,336.73
2026-07-15T09:46:40Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:46:41Z,665391,0.00,3.89,22.00,336.73
2026-07-15T09:46:42Z,665391,0.00,1.95,22.00,336.73
2026-07-15T09:46:43Z,665391,0.00,2.93,22.00,336.73
2026-07-15T09:46:44Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:46:45Z,665391,0.00,3.88,22.00,336.73
2026-07-15T09:46:46Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:46:47Z,665391,0.97,2.92,22.00,336.73
2026-07-15T09:46:48Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:46:49Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:46:50Z,665391,0.00,2.93,22.00,336.73
2026-07-15T09:46:51Z,665391,0.00,1.95,22.00,336.73
2026-07-15T09:46:52Z,665391,0.00,3.88,22.00,336.73
2026-07-15T09:46:53Z,665391,0.00,3.88,22.00,336.73
2026-07-15T09:46:54Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:46:56Z,665391,0.00,3.88,22.00,336.73
2026-07-15T09:46:57Z,665391,0.97,1.96,22.00,336.73
2026-07-15T09:46:58Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:46:59Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:47:00Z,665391,0.00,3.89,22.00,336.73
2026-07-15T09:47:01Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:47:02Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:47:03Z,665391,0.00,3.88,22.00,336.73
2026-07-15T09:47:04Z,665391,0.00,1.95,22.00,336.73
2026-07-15T09:47:05Z,665391,0.00,3.88,22.00,336.73
2026-07-15T09:47:06Z,665391,0.00,1.95,22.00,336.73
2026-07-15T09:47:07Z,665391,0.97,3.89,22.00,336.73
2026-07-15T09:47:08Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:47:09Z,665391,0.00,3.89,22.00,336.73
2026-07-15T09:47:10Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:47:11Z,665391,0.97,2.92,22.00,336.73
2026-07-15T09:47:12Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:47:13Z,665391,0.00,3.89,22.00,336.73
2026-07-15T09:47:14Z,665391,0.00,1.95,22.00,336.73
2026-07-15T09:47:15Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:47:16Z,665391,0.00,4.84,22.00,336.73
2026-07-15T09:47:17Z,665391,0.00,1.95,22.00,336.73
2026-07-15T09:47:18Z,665391,0.97,3.88,22.00,336.73
2026-07-15T09:47:19Z,665391,0.00,1.95,22.00,336.73
2026-07-15T09:47:20Z,665391,0.97,2.93,22.00,336.73
2026-07-15T09:47:21Z,665391,0.00,3.88,22.00,336.73
2026-07-15T09:47:22Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:47:23Z,665391,0.00,2.93,22.00,336.73
2026-07-15T09:47:24Z,665391,0.00,3.88,22.00,336.73
2026-07-15T09:47:25Z,665391,0.97,1.95,22.00,336.73
2026-07-15T09:47:26Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:47:27Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:47:28Z,665391,0.00,2.93,22.00,336.73
2026-07-15T09:47:29Z,665391,0.00,3.88,22.00,336.73
2026-07-15T09:47:30Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:47:32Z,665391,0.00,3.89,22.00,336.73
2026-07-15T09:47:33Z,665391,0.00,33.09,22.00,336.73
2026-07-15T09:47:34Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:47:35Z,665391,0.00,2.93,22.00,336.73
2026-07-15T09:47:36Z,665391,0.00,33.09,22.00,336.73
2026-07-15T09:47:37Z,665391,0.97,3.89,22.00,336.73
2026-07-15T09:47:38Z,665391,0.00,2.93,22.00,336.73
2026-07-15T09:47:39Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:47:40Z,665391,0.00,2.93,22.00,336.73
2026-07-15T09:47:41Z,665391,0.00,3.88,22.00,336.73
2026-07-15T09:47:42Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:47:43Z,665391,0.97,3.89,22.00,336.73
2026-07-15T09:47:44Z,665391,0.97,2.93,22.00,336.73
2026-07-15T09:47:45Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:47:46Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:47:47Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:47:48Z,665391,0.00,2.92,22.00,336.73
2026-07-15T09:47:49Z,665391,0.97,4.85,22.02,336.73
2026-07-15T09:47:50Z,665391,0.00,2.93,22.02,336.73
2026-07-15T09:47:51Z,665391,0.97,2.93,22.04,336.73
2026-07-15T09:47:52Z,665391,0.00,2.93,22.05,336.73
2026-07-15T09:47:53Z,665391,0.00,2.92,22.05,336.73
2026-07-15T09:47:54Z,665391,0.97,4.87,22.07,336.73
2026-07-15T09:47:55Z,665391,0.00,2.92,22.07,336.73
2026-07-15T09:47:56Z,665391,0.97,2.93,22.09,336.73
2026-07-15T09:47:57Z,665391,0.00,3.89,22.11,336.73
2026-07-15T09:47:58Z,665391,0.97,2.93,22.11,336.73
2026-07-15T09:47:59Z,665391,0.97,4.88,22.14,336.73
2026-07-15T09:48:00Z,665391,0.97,3.89,22.14,336.73
2026-07-15T09:48:01Z,665391,0.00,3.89,22.15,336.73
2026-07-15T09:48:02Z,665391,0.97,3.90,22.17,336.73
2026-07-15T09:48:03Z,665391,0.00,2.93,22.18,336.73
