run_dir,scenario,bench_replica_count,replicas_in_bundle,sut,workload,load_mode,target_rps_per_replica,open_loop,total_achieved_rps_sum,total_successful_rps_sum,total_error_rps_sum,total_completed_rps_sum,total_attempted_rps_sum,total_requests,total_successful_requests,total_failed_requests,aggregate_error_rate,top_error_types,median_replica_p50_ms,median_replica_p95_ms,median_replica_p99_ms,median_replica_p999_ms,proxy_service_cpu_aligned_peak_pct,proxy_service_cpu_legacy_peak_sum_pct,proxy_host_cpu_aligned_peak_pct,postgres_cpu_pct_peak,postgres_cpu_pct_mean,postgres_rss_mb_peak,postgres_rss_mb_mean,bench_cpu_sum_pct,proxy_rss_mb_aligned_peak,total_cpu_pct,total_cpu_mean_pct,total_cpu_p95_pct,total_rss_mb_peak,total_rss_mb_mean,total_rss_mb_p95,comparison_label,comparison_path_resolved,latency_percentiles_source,merged_p50_ms,merged_p95_ms,merged_p99_ms,merged_p999_ms,hdr_unit_divisor
hikari-prod-20260714-173408,hikari-prod,16,16,HIKARI_DISCIPLINED,W5_HTAP,open-loop,1,True,15.435178556735575,15.435178556735575,0.0,15.435178556735575,15.418066388814397,14432,14432,0,0.0,,5.335,6653.951,52740.095,84213.75899999999,,,,1295.1,132.14991279069767,107770.51,20729.831046511626,0.4253956915816425,0.0,1295.5253956915815,132.57530848227933,817.7193956915816,107770.51,20729.831046511626,85301.49999999994,Hikari A,/home/rogerio/Projects/stressum/results/hikari-prod-20260714-173408,summary_json_median,,,,,
hikari-prod-20260714-191540,hikari-prod,16,16,HIKARI_DISCIPLINED,W5_HTAP,open-loop,1,True,15.439051432810503,15.439051432810503,0.0,15.439051432810503,15.418728507558441,14435,14435,0,0.0,,5.133,6600.7029999999995,50741.247,83132.41500000001,,,,1237.08,130.8356,108100.8,20647.84862857143,0.4504583046526635,0.0,1237.5304583046525,131.28605830465267,792.3969583046534,108100.8,20647.84862857143,78954.77250000006,Hikari B,/home/rogerio/Projects/stressum/results/hikari-prod-20260714-191540,summary_json_median,,,,,
hikari-prod-20260714-205512,hikari-prod,16,16,HIKARI_DISCIPLINED,W5_HTAP,open-loop,1,True,15.434103889534892,15.434103889534892,0.0,15.434103889534892,15.418061235754816,14431,14431,0,0.0,,4.983,6367.231,50135.039,84279.295,,,,1313.42,125.90632478632477,110886.93,20687.88170940171,0.4629583658479971,0.0,1313.882958365848,126.36928315217277,810.412958365848,110886.93,20687.88170940171,86497.51,Hikari C,/home/rogerio/Projects/stressum/results/hikari-prod-20260714-205512,summary_json_median,,,,,
hikari-prod-20260714-223457,hikari-prod,16,16,HIKARI_DISCIPLINED,W5_HTAP,open-loop,1,True,15.435171336742169,15.435171336742169,0.0,15.435171336742169,15.418059174540245,14432,14432,0,0.0,,5.007,6356.991,51118.079,84312.063,,,,1090.77,127.63675362318841,110325.62,20808.76849275363,0.4504285531798243,0.0,1091.2204285531798,128.08718217636823,799.4124285531803,110325.62,20808.76849275363,90137.8040000001,Hikari D,/home/rogerio/Projects/stressum/results/hikari-prod-20260714-223457,summary_json_median,,,,,
hikari-prod-20260715-001402,hikari-prod,16,16,HIKARI_DISCIPLINED,W5_HTAP,open-loop,1,True,15.435179591923786,15.435179591923786,0.0,15.435179591923786,15.418067419427192,14432,14432,0,0.0,,5.347,6379.519,51789.823000000004,85557.247,,,,1166.15,129.55121037463977,109287.51,20863.68570605187,0.41290978870571554,0.0,1166.5629097887058,129.96412016334548,791.9309097887055,109287.51,20863.68570605187,84693.09899999999,Hikari E,/home/rogerio/Projects/stressum/results/hikari-prod-20260715-001402,summary_json_median,,,,,
hikari-prod-20260715-015329,hikari-prod,16,16,HIKARI_DISCIPLINED,W5_HTAP,open-loop,2,True,17.480089050056776,17.480089050056776,13.259798041235705,30.73988709129248,30.819030906675945,28742,16344,12398,0.43135481177371093,SQLTransientConnectionException:12398,389.887,130220.03099999999,414973.951,585105.4069999999,,,,1206.9,183.76261363636365,445583.2,53823.206893939394,0.4002720622396913,0.0,1207.3002720622399,184.16288569860333,907.9982720622395,445583.2,53823.206893939394,367645.933,Hikari F,/home/rogerio/Projects/stressum/results/hikari-prod-20260715-015329,summary_json_median,,,,,
hikari-prod-20260715-033223,hikari-prod,16,16,HIKARI_DISCIPLINED,W5_HTAP,open-loop,2,True,17.351747710005743,17.351747710005743,13.37851377803771,30.730261488043457,30.81903090667594,28733,16224,12509,0.4353530783419761,SQLTransientConnectionException:12509,994.047,143196.15899999999,381550.591,564658.175,,,,1168.49,175.41855018587358,444678.73,52908.162713754646,0.4003096201196445,0.0,1168.8903096201198,175.81885980599324,902.8103096201195,444678.73,52908.162713754646,366697.788,Hikari G,/home/rogerio/Projects/stressum/results/hikari-prod-20260715-033223,summary_json_median,,,,,
hikari-prod-20260715-051117,hikari-prod,16,16,HIKARI_DISCIPLINED,W5_HTAP,open-loop,2,True,17.233028451276827,17.233028451276827,13.518617097020963,30.75164554829779,30.819024726430726,28753,16113,12640,0.43960630195110073,SQLTransientConnectionException:12640,793.087,135856.12699999998,406061.05500000005,587726.8470000001,,,,1202.08,185.64275092936805,457213.58,54030.27193308551,0.38784093466463343,0.0,1202.4678409346645,186.0305918640327,934.7218409346646,457213.58,54030.27193308551,364507.96,Hikari H,/home/rogerio/Projects/stressum/results/hikari-prod-20260715-051117,summary_json_median,,,,,
hikari-prod-20260715-065010,hikari-prod,16,16,HIKARI_DISCIPLINED,W5_HTAP,open-loop,2,True,17.301479673756738,17.301479673756738,13.456587044091702,30.758066717848436,30.819028846594204,28759,16177,12582,0.43749782676727283,SQLTransientConnectionException:12582,2061.3109999999997,144703.48700000002,373817.343,575143.935,,,,1217.59,178.50776515151517,445501.99,52958.33090909092,0.40027832005961955,0.0,1217.9902783200596,178.90804347157479,883.7322783200597,445501.99,52958.33090909092,361000.5845,Hikari I,/home/rogerio/Projects/stressum/results/hikari-prod-20260715-065010,summary_json_median,,,,,
hikari-prod-20260715-082846,hikari-prod,16,16,HIKARI_DISCIPLINED,W5_HTAP,open-loop,2,True,23.769877123339064,23.769877123339064,6.8780238169046,30.647900940243666,30.81902266635339,28656,22225,6431,0.22442071468453378,SQLTransientConnectionException:6431,42.687,55853.055,233766.911,413794.30299999996,,,,1524.94,234.21841059602647,467871.37,51289.44721854305,0.40041292778894183,0.0,1525.340412927789,234.61882352381542,1192.1844129277888,467871.37,51289.44721854305,363511.19099999993,Hikari J,/home/rogerio/Projects/stressum/results/hikari-prod-20260715-082846,summary_json_median,,,,,
