timestamp,numbackends,active_backends,idle_backends,xact_commit,xact_rollback,blks_hit,blks_read,cache_hit_pct,temp_bytes,deadlocks,lock_waits,buffers_checkpoint,checkpoint_write_ms
2026-07-12T16:14:17Z,1,22,0,2180,0,100.00,0,0,1,0,0,0,0
2026-07-12T16:14:22Z,1,46,0,5183,0,100.00,0,0,1,0,0,0,0
2026-07-12T16:14:27Z,1,70,0,8186,0,100.00,0,0,1,0,0,0,0
2026-07-12T16:14:32Z,13,109,0,11766,1,99.99,0,0,2,11,0,0,0
2026-07-12T16:14:38Z,20,199,0,1252075,3551,99.72,32161792,0,4,9,0,0,0
2026-07-12T16:14:43Z,17,328,0,3836093,3776,99.90,64323584,0,2,11,0,0,0
2026-07-12T16:14:48Z,13,416,0,3951426,3847,99.90,64323584,0,2,11,0,0,0
2026-07-12T16:14:53Z,20,521,0,5807668,3975,99.93,96485376,0,3,10,0,0,0
2026-07-12T16:14:59Z,13,631,0,7885067,4055,99.95,128647168,0,1,12,0,0,0
2026-07-12T16:15:04Z,17,743,0,7912934,4160,99.95,128647168,0,4,9,0,0,0
2026-07-12T16:15:09Z,13,876,0,11800368,4311,99.96,192970752,0,1,12,0,0,0
2026-07-12T16:15:14Z,13,964,0,11827477,4379,99.96,192970752,0,2,11,0,0,0
2026-07-12T16:15:20Z,13,1061,0,13793459,4451,99.97,225132544,0,1,12,0,0,0
2026-07-12T16:15:25Z,13,1147,0,13799126,4580,99.97,225132544,0,2,11,0,0,0
2026-07-12T16:15:30Z,17,1272,0,15767654,4672,99.97,257294336,0,4,9,0,0,0
2026-07-12T16:15:35Z,13,1376,0,17733631,4752,99.97,289456128,0,1,12,0,0,0
2026-07-12T16:15:41Z,17,1500,0,19613833,4856,99.98,321617920,0,3,10,0,0,0
2026-07-12T16:15:46Z,13,1613,0,21664324,4939,99.98,353779712,0,1,12,0,0,0
2026-07-12T16:15:51Z,17,1692,0,22932770,4997,99.98,385941504,0,4,9,0,0,0
2026-07-12T16:15:57Z,13,1797,0,25602477,5081,99.98,418103296,0,1,12,0,0,0
2026-07-12T16:16:02Z,17,1917,0,26845532,5171,99.98,450265088,0,4,9,0,0,0
2026-07-12T16:16:07Z,13,2010,0,27575625,5245,99.98,450265088,0,1,12,0,0,0
2026-07-12T16:16:12Z,17,2130,0,28306058,5343,99.98,450265088,0,5,8,0,0,0
2026-07-12T16:16:18Z,17,2247,0,32748430,5439,99.98,546766848,0,2,11,0,0,0
2026-07-12T16:16:23Z,17,2349,0,34716205,5532,99.98,578936832,0,3,10,0,0,0
2026-07-12T16:16:28Z,20,2449,0,36683181,5598,99.98,611106816,0,4,9,0,0,0
2026-07-12T16:16:33Z,17,2563,0,38650063,5658,99.99,643276800,0,3,10,0,0,0
2026-07-12T16:16:39Z,13,2684,0,41320125,5752,99.99,675446784,0,2,11,0,0,0
2026-07-12T16:16:44Z,20,2785,0,42584908,5828,99.99,707616768,0,4,9,0,0,0
2026-07-12T16:16:49Z,13,2892,0,44552129,5897,99.99,739786752,0,2,11,0,0,0
2026-07-12T16:16:55Z,13,2986,0,45281426,5984,99.99,739786752,0,1,12,0,0,0
2026-07-12T16:17:00Z,20,3106,0,47139759,6096,99.99,771956736,0,3,10,0,0,0
2026-07-12T16:17:05Z,13,3226,0,49216631,6166,99.99,804126720,0,1,12,0,602,0
2026-07-12T16:17:10Z,13,3313,0,51181879,6206,99.99,836296704,0,3,10,0,2345,0
2026-07-12T16:17:16Z,20,3434,0,53150261,6276,99.99,868466688,0,5,8,0,4100,0
2026-07-12T16:17:21Z,20,3535,0,56968673,6328,99.99,932806656,0,4,9,0,5919,0
2026-07-12T16:17:26Z,13,3675,0,59048015,6431,99.99,964976640,0,2,11,0,7638,0
2026-07-12T16:17:32Z,16,3787,0,60992477,6508,99.99,997146624,0,1,12,0,9377,0
2026-07-12T16:17:37Z,13,3904,0,62981801,6579,99.99,1029316608,0,1,12,0,11117,0
2026-07-12T16:17:42Z,20,3984,0,64838993,6642,99.99,1061486592,0,3,10,0,12853,0
2026-07-12T16:17:47Z,13,4105,0,66894951,6718,99.99,1093656576,0,2,11,0,14638,0
2026-07-12T16:17:53Z,13,4191,0,66922515,6779,99.99,1093656576,0,3,10,0,16372,0
2026-07-12T16:17:58Z,13,4294,0,68889332,6859,99.99,1125826560,0,1,12,0,18076,0
2026-07-12T16:18:03Z,13,4413,0,68895859,6937,99.99,1125826560,0,2,11,0,19844,0
2026-07-12T16:18:08Z,13,4515,0,70861884,6994,99.99,1157996544,0,1,12,0,21548,0
2026-07-12T16:18:14Z,20,4634,0,72831080,7093,99.99,1190166528,0,5,8,0,23299,0
2026-07-12T16:18:19Z,19,4704,0,74797366,7112,99.99,1222336512,0,5,8,0,25099,0
2026-07-12T16:18:24Z,17,4803,0,78636400,7168,99.99,1286676480,0,2,11,0,26852,0
2026-07-12T16:18:30Z,13,4973,0,80695259,7275,99.99,1318846464,0,3,10,0,28570,0
2026-07-12T16:18:35Z,13,5089,0,82663075,7329,99.99,1351016448,0,2,11,0,30282,0
2026-07-12T16:18:40Z,13,5193,0,84630631,7385,99.99,1383194624,0,1,12,0,32024,0
2026-07-12T16:18:45Z,20,5281,0,86486931,7447,99.99,1415372800,0,3,10,0,33864,0
2026-07-12T16:18:51Z,17,5392,0,88476208,7517,99.99,1447550976,0,2,11,0,35640,0
2026-07-12T16:18:56Z,13,5510,0,90525930,7569,99.99,1479729152,0,1,12,0,37345,0
