timestamp,numbackends,active_backends,idle_backends,xact_commit,xact_rollback,blks_hit,blks_read,cache_hit_pct,temp_bytes,deadlocks,lock_waits,buffers_checkpoint,checkpoint_write_ms
2026-07-04T17:26:21Z,1,14,0,1179,0,100.00,0,0,1,0,0,0,0
2026-07-04T17:26:26Z,1,30,0,3181,0,100.00,0,0,1,0,0,0,0
2026-07-04T17:26:31Z,1,46,0,5183,0,100.00,0,0,1,0,0,0,0
2026-07-04T17:26:37Z,13,78,0,7890,2,99.97,0,0,1,12,0,0,0
2026-07-04T17:26:42Z,13,106,0,10025,12,99.88,0,0,1,12,0,0,0
2026-07-04T17:26:47Z,13,138,0,12426,25,99.80,0,0,1,12,0,0,0
2026-07-04T17:26:52Z,13,162,0,14876,67,99.55,0,0,1,12,0,0,0
2026-07-04T17:26:57Z,13,190,0,17038,84,99.51,0,0,1,12,0,0,0
2026-07-04T17:27:03Z,13,216,0,1267496,3500,99.72,32530432,0,1,12,0,0,0
2026-07-04T17:27:08Z,13,254,0,1270577,3528,99.72,32530432,0,1,12,0,0,0
2026-07-04T17:27:13Z,13,280,0,1272694,3539,99.72,32530432,0,1,12,0,0,0
2026-07-04T17:27:18Z,13,304,0,1274855,3555,99.72,32530432,0,1,12,0,0,0
2026-07-04T17:27:23Z,13,333,0,1277033,3564,99.72,32530432,0,1,12,0,0,0
2026-07-04T17:27:29Z,13,358,0,1279081,3572,99.72,32530432,0,1,12,0,0,0
2026-07-04T17:27:34Z,13,392,0,1281151,3581,99.72,32530432,0,1,12,0,0,0
2026-07-04T17:27:39Z,13,423,0,1283298,3588,99.72,32530432,0,1,12,0,0,0
2026-07-04T17:27:44Z,13,449,0,1285814,3608,99.72,32530432,0,1,12,0,0,0
2026-07-04T17:27:49Z,13,491,0,2005364,3630,99.82,32530432,0,1,12,0,0,0
2026-07-04T17:27:54Z,13,516,0,2007393,3634,99.82,32530432,0,1,12,0,0,0
2026-07-04T17:28:00Z,13,548,0,2031307,3639,99.82,32530432,0,1,12,0,0,0
2026-07-04T17:28:05Z,13,582,0,2033640,3671,99.82,32530432,0,1,12,0,0,0
2026-07-04T17:28:10Z,13,609,0,2036689,3721,99.82,32530432,0,1,12,0,0,0
2026-07-04T17:28:15Z,13,651,0,3290321,3723,99.89,65060864,0,1,12,0,0,0
2026-07-04T17:28:20Z,13,678,0,3920964,3728,99.91,65060864,0,1,12,0,0,0
2026-07-04T17:28:26Z,13,705,0,3923030,3736,99.90,65060864,0,1,12,0,0,0
2026-07-04T17:28:31Z,13,734,0,3925435,3762,99.90,65060864,0,1,12,0,0,0
2026-07-04T17:28:36Z,13,775,0,3927487,3767,99.90,65060864,0,1,12,0,0,0
2026-07-04T17:28:41Z,13,801,0,3929522,3772,99.90,65060864,0,1,12,0,0,0
2026-07-04T17:28:46Z,13,827,0,3931637,3779,99.90,65060864,0,1,12,0,0,0
2026-07-04T17:28:52Z,13,853,0,3933964,3797,99.90,65060864,0,1,12,0,0,0
2026-07-04T17:28:57Z,13,879,0,3936001,3800,99.90,65060864,0,1,12,0,0,0
2026-07-04T17:29:02Z,13,915,0,3938180,3813,99.90,65060864,0,1,12,0,0,0
2026-07-04T17:29:07Z,13,946,0,3940420,3827,99.90,65060864,0,1,12,0,0,0
2026-07-04T17:29:12Z,13,990,0,4031010,3838,99.90,65060864,0,1,12,0,1303,0
2026-07-04T17:29:18Z,13,1022,0,4049333,3849,99.91,65060864,0,1,12,0,3016,0
2026-07-04T17:29:23Z,13,1052,0,4057331,3861,99.90,65060864,0,1,12,0,4693,0
2026-07-04T17:29:28Z,13,1078,0,4059446,3869,99.90,65060864,0,1,12,0,6403,0
2026-07-04T17:29:33Z,13,1116,0,4061573,3876,99.90,65060864,0,1,12,0,8113,0
2026-07-04T17:29:38Z,13,1150,0,4063644,3881,99.90,65060864,0,1,12,0,9789,0
2026-07-04T17:29:44Z,13,1176,0,4065679,3886,99.90,65060864,0,1,12,0,11499,0
2026-07-04T17:29:49Z,13,1203,0,4068915,3900,99.90,65060864,0,1,12,0,13208,0
2026-07-04T17:29:54Z,13,1228,0,4071050,3903,99.90,65060864,0,1,12,0,14918,0
2026-07-04T17:29:59Z,13,1255,0,4073098,3908,99.90,65060864,0,1,12,0,16628,0
2026-07-04T17:30:04Z,13,1296,0,4075205,3915,99.90,65060864,0,1,12,0,18305,0
2026-07-04T17:30:10Z,13,1328,0,5328864,3928,99.93,97591296,0,1,12,0,20016,0
2026-07-04T17:30:15Z,13,1355,0,5330907,3932,99.93,97591296,0,1,12,0,21727,0
2026-07-04T17:30:20Z,13,1384,0,5333112,3941,99.93,97591296,0,1,12,0,23403,0
2026-07-04T17:30:25Z,13,1410,0,5335155,3945,99.93,97591296,0,1,12,0,25113,0
2026-07-04T17:30:30Z,13,1435,0,5337488,3968,99.93,97591296,0,1,12,0,26790,0
2026-07-04T17:30:35Z,13,1484,0,5339544,3973,99.93,97591296,0,1,12,0,28500,0
2026-07-04T17:30:41Z,13,1511,0,5341756,3985,99.93,97591296,0,1,12,0,30210,0
2026-07-04T17:30:46Z,13,1539,0,5343815,3990,99.93,97591296,0,2,11,0,31888,0
2026-07-04T17:30:51Z,13,1567,0,5974627,3999,99.93,97591296,0,1,12,0,33598,0
2026-07-04T17:30:56Z,13,1593,0,5976764,4007,99.93,97591296,0,1,12,0,35308,0
2026-07-04T17:31:01Z,13,1628,0,5978807,4012,99.93,97591296,0,1,12,0,37018,0
2026-07-04T17:31:07Z,13,1656,0,5980830,4015,99.93,97591296,0,1,12,0,38695,0
2026-07-04T17:31:12Z,16,1694,0,6071301,4028,99.93,97591296,0,2,11,0,40412,0
2026-07-04T17:31:17Z,13,1726,0,6095117,4032,99.93,97591296,0,1,12,0,42122,0
2026-07-04T17:31:22Z,13,1754,0,6098408,4042,99.93,97591296,0,1,12,0,43832,0
2026-07-04T17:31:27Z,13,1780,0,6100528,4046,99.93,97591296,0,1,12,0,45542,0
2026-07-04T17:31:33Z,13,1830,0,7354234,4059,99.94,130121728,0,2,11,0,47252,0
2026-07-04T17:31:38Z,13,1899,0,7984918,4063,99.95,130121728,0,1,12,0,48929,0
2026-07-04T17:31:43Z,13,2008,0,7987104,4063,99.95,130121728,0,1,12,0,50638,0
2026-07-04T17:31:48Z,13,2059,0,7989278,4063,99.95,130121728,0,1,12,0,52316,0
2026-07-04T17:31:53Z,13,2118,0,7991876,4063,99.95,130121728,0,1,12,0,54026,0
2026-07-04T17:31:59Z,13,2178,0,7994917,4064,99.95,130121728,0,1,12,0,55737,0
2026-07-04T17:32:04Z,13,2234,0,11752096,4064,99.97,227713024,0,2,11,0,57418,0
2026-07-04T17:32:09Z,13,2353,0,13006374,4064,99.97,260243456,0,1,12,0,59128,0
2026-07-04T17:32:14Z,13,2431,0,13009247,4064,99.97,260243456,0,1,12,0,60805,0
2026-07-04T17:32:19Z,13,2494,0,13011807,4064,99.97,260243456,0,1,12,0,62517,0
2026-07-04T17:32:25Z,13,2550,0,13014685,4064,99.97,260243456,0,1,12,0,64231,0
2026-07-04T17:32:30Z,13,2608,0,13016877,4064,99.97,260243456,0,1,12,0,65941,0
2026-07-04T17:32:35Z,13,2664,0,13019103,4064,99.97,260243456,0,1,12,0,67618,0
2026-07-04T17:32:40Z,13,2804,0,13021410,4064,99.97,260243456,0,1,12,0,69329,0
2026-07-04T17:32:45Z,13,2862,0,13024301,4064,99.97,260243456,0,1,12,0,71038,0
2026-07-04T17:32:51Z,20,2914,0,13743520,4064,99.97,260243456,0,7,6,0,72871,0
2026-07-04T17:32:56Z,13,2994,0,15809515,4064,99.97,260243456,0,2,11,0,74583,0
2026-07-04T17:33:01Z,16,3079,0,15958015,4064,99.97,260243456,0,2,11,0,76331,0
2026-07-04T17:33:07Z,13,3190,0,15988899,4064,99.97,260243456,0,1,12,0,78041,0
2026-07-04T17:33:12Z,13,3272,0,15995525,4065,99.97,260243456,0,1,12,0,79718,0
2026-07-04T17:33:17Z,13,3335,0,18501227,4065,99.98,325304320,0,3,10,0,81464,0
2026-07-04T17:33:22Z,13,3396,0,22263777,4065,99.98,390365184,0,3,10,0,83177,0
2026-07-04T17:33:28Z,13,3451,0,23523190,4065,99.98,390365184,0,1,12,0,84858,0
2026-07-04T17:33:33Z,13,3511,0,23526256,4065,99.98,390365184,0,1,12,0,86569,0
2026-07-04T17:33:38Z,13,3635,0,23528998,4065,99.98,390365184,0,1,12,0,88282,0
2026-07-04T17:33:43Z,13,3710,0,23531214,4065,99.98,390365184,0,1,12,0,88349,269549
2026-07-04T17:33:48Z,13,3770,0,23533565,4065,99.98,390365184,0,1,12,0,88349,269549
2026-07-04T17:33:54Z,13,3824,0,23536607,4065,99.98,390365184,0,1,12,0,88349,269549
2026-07-04T17:33:59Z,13,3882,0,23539188,4065,99.98,390365184,0,1,12,0,88349,269549
2026-07-04T17:34:04Z,13,3941,0,23541694,4065,99.98,390365184,0,1,12,0,88349,269549
2026-07-04T17:34:09Z,13,4077,0,23544781,4066,99.98,390365184,0,1,12,0,88357,269549
2026-07-04T17:34:14Z,16,4139,0,23724468,4066,99.98,390365184,0,3,10,0,88410,269549
2026-07-04T17:34:20Z,13,4217,0,23922240,4066,99.98,390365184,0,1,12,0,88462,269549
2026-07-04T17:34:25Z,13,4296,0,23990539,4066,99.98,390365184,0,1,12,0,88506,285361
2026-07-04T17:34:30Z,13,4355,0,23992869,4066,99.98,390365184,0,1,12,0,88506,285361
2026-07-04T17:34:35Z,13,4443,0,23995417,4066,99.98,390365184,0,1,12,0,88506,285361
2026-07-04T17:34:41Z,13,4551,0,23997936,4066,99.98,390365184,0,1,12,0,88506,285361
2026-07-04T17:34:46Z,13,4610,0,24001198,4066,99.98,390365184,0,1,12,0,88506,285361
2026-07-04T17:34:51Z,13,4665,0,24007244,4066,99.98,390365184,0,1,12,0,88506,285361
