timestamp,heap_used_mb,heap_committed_mb,ygc_count,ygct_s,fgc_count,fgct_s,gct_s
2026-05-22T20:32:15Z,12.85,40.00,4,0.018,0,0.000,0.021
2026-05-22T20:32:16Z,12.85,40.00,4,0.018,0,0.000,0.021
2026-05-22T20:32:17Z,12.85,40.00,4,0.018,0,0.000,0.021
2026-05-22T20:32:18Z,12.85,40.00,4,0.018,0,0.000,0.021
2026-05-22T20:32:19Z,12.85,40.00,4,0.018,0,0.000,0.021
2026-05-22T20:32:20Z,12.85,40.00,4,0.018,0,0.000,0.021
2026-05-22T20:32:21Z,12.85,40.00,4,0.018,0,0.000,0.021
2026-05-22T20:32:22Z,12.85,40.00,4,0.018,0,0.000,0.021
2026-05-22T20:32:23Z,12.85,40.00,4,0.018,0,0.000,0.021
2026-05-22T20:32:24Z,12.85,40.00,4,0.018,0,0.000,0.021
2026-05-22T20:32:25Z,12.85,40.00,4,0.018,0,0.000,0.021
2026-05-22T20:32:26Z,12.85,40.00,4,0.018,0,0.000,0.021
2026-05-22T20:32:27Z,28.85,40.00,4,0.018,0,0.000,0.021
2026-05-22T20:32:28Z,17.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:29Z,18.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:30Z,19.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:31Z,19.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:32Z,19.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:33Z,19.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:34Z,19.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:35Z,19.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:36Z,19.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:37Z,19.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:38Z,19.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:39Z,19.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:40Z,20.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:41Z,20.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:42Z,20.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:43Z,20.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:44Z,20.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:45Z,20.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:46Z,20.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:47Z,20.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:48Z,20.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:49Z,20.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:50Z,20.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:51Z,20.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:52Z,21.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:53Z,21.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:54Z,22.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:55Z,22.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:56Z,23.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:57Z,23.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:58Z,23.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:32:59Z,24.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:33:00Z,24.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:33:01Z,24.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:33:02Z,24.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:33:03Z,26.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:33:04Z,27.30,45.00,7,0.040,0,0.000,0.050
2026-05-22T20:33:05Z,51.00,71.00,11,0.069,0,0.000,0.084
2026-05-22T20:33:06Z,134.00,231.00,16,0.147,0,0.000,0.168
2026-05-22T20:33:07Z,223.50,297.00,19,0.217,0,0.000,0.290
2026-05-22T20:33:08Z,319.50,414.00,22,0.302,0,0.000,0.381
2026-05-22T20:33:09Z,342.57,525.00,28,0.336,0,0.000,0.420
2026-05-22T20:33:10Z,355.61,525.00,33,0.345,0,0.000,0.435
2026-05-22T20:33:11Z,389.97,525.00,37,0.353,0,0.000,0.450
2026-05-22T20:33:12Z,473.38,525.00,39,0.358,0,0.000,0.458
2026-05-22T20:33:13Z,473.38,525.00,39,0.358,0,0.000,0.458
2026-05-22T20:33:14Z,473.38,525.00,39,0.358,0,0.000,0.458
2026-05-22T20:33:15Z,474.38,525.00,39,0.358,0,0.000,0.458
2026-05-22T20:33:16Z,474.38,525.00,39,0.358,0,0.000,0.458
2026-05-22T20:33:17Z,474.38,525.00,39,0.358,0,0.000,0.458
2026-05-22T20:33:18Z,474.38,525.00,39,0.358,0,0.000,0.458
2026-05-22T20:33:19Z,474.38,525.00,39,0.358,0,0.000,0.458
2026-05-22T20:33:20Z,476.38,525.00,39,0.358,0,0.000,0.458
2026-05-22T20:33:21Z,476.38,525.00,39,0.358,0,0.000,0.458
2026-05-22T20:33:22Z,477.38,525.00,39,0.358,0,0.000,0.458
2026-05-22T20:33:23Z,477.38,525.00,39,0.358,0,0.000,0.458
2026-05-22T20:33:24Z,478.38,525.00,39,0.358,0,0.000,0.458
2026-05-22T20:33:25Z,478.38,525.00,39,0.358,0,0.000,0.458
2026-05-22T20:33:26Z,478.38,525.00,39,0.358,0,0.000,0.458
2026-05-22T20:33:27Z,478.38,525.00,39,0.358,0,0.000,0.458
2026-05-22T20:33:28Z,478.38,525.00,39,0.358,0,0.000,0.458
2026-05-22T20:33:29Z,478.38,525.00,39,0.358,0,0.000,0.458
2026-05-22T20:33:30Z,478.38,525.00,39,0.358,0,0.000,0.458
2026-05-22T20:33:31Z,478.38,525.00,39,0.358,0,0.000,0.458
