timestamp,heap_used_mb,heap_committed_mb,ygc_count,ygct_s,fgc_count,fgct_s,gct_s
2026-07-05T04:49:36Z,17.76,40.00,4,0.015,0,0.000,0.017
2026-07-05T04:49:37Z,17.76,40.00,4,0.015,0,0.000,0.017
2026-07-05T04:49:38Z,17.76,40.00,4,0.015,0,0.000,0.017
2026-07-05T04:49:39Z,17.76,40.00,4,0.015,0,0.000,0.017
2026-07-05T04:49:40Z,17.76,40.00,4,0.015,0,0.000,0.017
2026-07-05T04:49:41Z,17.76,40.00,4,0.015,0,0.000,0.017
2026-07-05T04:49:42Z,17.76,40.00,4,0.015,0,0.000,0.017
2026-07-05T04:49:43Z,17.76,40.00,4,0.015,0,0.000,0.017
2026-07-05T04:49:44Z,17.76,40.00,4,0.015,0,0.000,0.017
2026-07-05T04:49:45Z,17.76,40.00,4,0.015,0,0.000,0.017
2026-07-05T04:49:46Z,17.76,40.00,4,0.015,0,0.000,0.017
2026-07-05T04:49:47Z,17.76,40.00,4,0.015,0,0.000,0.017
2026-07-05T04:49:48Z,17.76,40.00,4,0.015,0,0.000,0.017
2026-07-05T04:49:49Z,14.21,40.00,7,0.030,0,0.000,0.033
2026-07-05T04:49:50Z,21.21,40.00,7,0.030,0,0.000,0.038
2026-07-05T04:49:51Z,21.21,40.00,7,0.030,0,0.000,0.038
2026-07-05T04:49:52Z,22.21,40.00,7,0.030,0,0.000,0.038
2026-07-05T04:49:53Z,22.21,40.00,7,0.030,0,0.000,0.038
2026-07-05T04:49:54Z,23.21,40.00,7,0.030,0,0.000,0.038
2026-07-05T04:49:55Z,23.21,40.00,7,0.030,0,0.000,0.038
2026-07-05T04:49:56Z,23.21,40.00,7,0.030,0,0.000,0.038
2026-07-05T04:49:57Z,23.21,40.00,7,0.030,0,0.000,0.038
2026-07-05T04:49:58Z,23.21,40.00,7,0.030,0,0.000,0.038
2026-07-05T04:49:59Z,23.32,40.00,8,0.034,0,0.000,0.042
2026-07-05T04:50:00Z,23.32,40.00,8,0.034,0,0.000,0.042
2026-07-05T04:50:01Z,23.32,40.00,8,0.034,0,0.000,0.042
