timestamp,heap_used_mb,heap_committed_mb,ygc_count,ygct_s,fgc_count,fgct_s,gct_s
2026-07-02T00:57:45Z,15.96,40.00,4,0.017,0,0.000,0.021
2026-07-02T00:57:46Z,15.96,40.00,4,0.017,0,0.000,0.021
2026-07-02T00:57:47Z,15.96,40.00,4,0.017,0,0.000,0.021
2026-07-02T00:57:48Z,15.96,40.00,4,0.017,0,0.000,0.021
2026-07-02T00:57:49Z,15.96,40.00,4,0.017,0,0.000,0.021
2026-07-02T00:57:50Z,15.96,40.00,4,0.017,0,0.000,0.021
2026-07-02T00:57:51Z,15.96,40.00,4,0.017,0,0.000,0.021
2026-07-02T00:57:52Z,15.96,40.00,4,0.017,0,0.000,0.021
2026-07-02T00:57:53Z,15.96,40.00,4,0.017,0,0.000,0.021
2026-07-02T00:57:54Z,15.96,40.00,4,0.017,0,0.000,0.021
2026-07-02T00:57:55Z,15.96,40.00,4,0.017,0,0.000,0.021
2026-07-02T00:57:56Z,15.96,40.00,4,0.017,0,0.000,0.021
2026-07-02T00:57:57Z,19.96,40.00,4,0.017,0,0.000,0.021
2026-07-02T00:57:58Z,18.41,45.00,5,0.026,0,0.000,0.030
2026-07-02T00:57:59Z,16.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:00Z,17.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:01Z,17.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:02Z,17.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:03Z,17.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:04Z,17.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:05Z,18.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:06Z,18.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:07Z,18.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:08Z,18.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:09Z,18.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:10Z,18.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:11Z,18.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:12Z,18.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:13Z,18.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:14Z,18.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:15Z,19.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:16Z,19.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:17Z,19.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:18Z,19.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:19Z,21.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:20Z,21.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:21Z,22.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:22Z,23.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:23Z,23.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:24Z,24.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:25Z,25.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:26Z,25.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:27Z,25.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:28Z,25.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:29Z,25.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:30Z,25.47,45.00,7,0.034,0,0.000,0.043
2026-07-02T00:58:31Z,25.47,45.00,7,0.034,0,0.000,0.043
