run_dir,scenario,bench_replica_count,replicas_in_bundle,sut,workload,load_mode,target_rps_per_replica,open_loop,total_achieved_rps_sum,total_successful_rps_sum,total_error_rps_sum,total_completed_rps_sum,total_attempted_rps_sum,total_requests,total_successful_requests,total_failed_requests,aggregate_error_rate,top_error_types,median_replica_p50_ms,median_replica_p95_ms,median_replica_p99_ms,median_replica_p999_ms,proxy_service_cpu_aligned_peak_pct,proxy_service_cpu_legacy_peak_sum_pct,proxy_host_cpu_aligned_peak_pct,postgres_cpu_pct_peak,postgres_cpu_pct_mean,postgres_rss_mb_peak,postgres_rss_mb_mean,bench_cpu_sum_pct,proxy_rss_mb_aligned_peak,total_cpu_pct,total_cpu_mean_pct,total_cpu_p95_pct,total_rss_mb_peak,total_rss_mb_mean,total_rss_mb_p95,comparison_label,comparison_path_resolved,latency_percentiles_source,merged_p50_ms,merged_p95_ms,merged_p99_ms,merged_p999_ms,hdr_unit_divisor
hikari-prod-20260711-105523,hikari-prod,4,4,HIKARI_DISCIPLINED,W5_HTAP,open-loop,1,True,4.00304013504896,4.00304013504896,0.0,4.00304013504896,3.9986021748105474,3608,3608,0,0.0,,2.66,670.975,9189.375,14569.471000000001,,,,208.54,19.552008368200838,14998.64,4641.619442119945,0.4004755882572607,0.0,208.94047558825724,19.9524839564581,134.9904755882567,14998.64,4641.619442119945,8360.503999999997,Hikari A,/home/rogerio/Projects/stressum/results/hikari-prod-20260711-105523,summary_json_median,,,,,
hikari-prod-20260711-122828,hikari-prod,4,4,HIKARI_DISCIPLINED,W5_HTAP,open-loop,1,True,4.001957063687425,4.001957063687425,0.0,4.001957063687425,3.9986269678309756,3606,3606,0,0.0,,2.363,628.991,8450.047,12967.935000000001,,,,263.38,18.319251040221914,10081.07,4081.9766712898754,0.40057586384591914,0.0,263.7805758638459,18.719826904067833,133.27057586384592,10081.07,4081.9766712898754,6284.04,Hikari B,/home/rogerio/Projects/stressum/results/hikari-prod-20260711-122828,summary_json_median,,,,,
hikari-prod-20260711-140123,hikari-prod,4,4,HIKARI_DISCIPLINED,W5_HTAP,open-loop,1,True,4.002546760495272,4.002546760495272,0.0,4.002546760495272,3.9992177326586678,3607,3607,0,0.0,,2.451,624.127,7976.959,13746.175,,,,237.73,18.203569444444444,10203.98,4100.4451944444445,0.40060090135202797,0.0,238.130600901352,18.604170345796472,116.024100901352,10203.98,4100.4451944444445,6086.17,Hikari C,/home/rogerio/Projects/stressum/results/hikari-prod-20260711-140123,summary_json_median,,,,,
hikari-prod-20260711-153425,hikari-prod,4,4,HIKARI_DISCIPLINED,W5_HTAP,open-loop,1,True,4.001392470024304,4.001392470024304,0.0,4.001392470024304,3.9991736721297633,3606,3606,0,0.0,,2.59,552.9590000000001,8624.127,13160.447,,,,230.2,18.016304044630402,9681.84,4081.2272803347278,0.40055077611412104,0.0,230.60055077611412,18.416854820744522,124.54255077611384,9681.84,4081.2272803347278,6131.533999999999,Hikari D,/home/rogerio/Projects/stressum/results/hikari-prod-20260711-153425,summary_json_median,,,,,
hikari-prod-20260711-170716,hikari-prod,4,4,HIKARI_DISCIPLINED,W5_HTAP,open-loop,1,True,4.002545195874104,4.002545195874104,0.0,4.002545195874104,4.0003253512634105,3606,3606,0,0.0,,2.306,547.327,7966.719,12865.535,,,,253.89,18.04561379310345,10102.66,4072.134151724138,0.40060090135202797,0.0,254.290600901352,18.446214694455477,125.51660090135157,10102.66,4072.134151724138,6167.82,Hikari E,/home/rogerio/Projects/stressum/results/hikari-prod-20260711-170716,summary_json_median,,,,,
hikari-prod-20260711-184013,hikari-prod,4,4,HIKARI_DISCIPLINED,W5_HTAP,open-loop,4,True,13.84267712166226,13.84267712166226,1.5026625400490579,15.34533966171132,15.40523226030205,14348,12943,1405,0.09792305547811542,SQLTransientConnectionException:1405,12926.975,39321.599,106397.695,230817.791,,,,272.24,91.78625310173697,45271.04,14066.181364764268,0.600675788457461,0.0,272.8406757884575,92.38692889019444,234.61567578845742,45271.04,14066.181364764268,41242.107999999986,Hikari F,/home/rogerio/Projects/stressum/results/hikari-prod-20260711-184013,summary_json_median,,,,,
hikari-prod-20260711-201430,hikari-prod,4,4,HIKARI_DISCIPLINED,W5_HTAP,open-loop,4,True,13.784919951651847,13.784919951651847,1.5604156070625845,15.345335558714432,15.405228141291234,14348,12889,1459,0.10168664622247003,SQLTransientConnectionException:1459,14086.143,38436.863,111542.27100000001,232128.511,,,,263.18,90.56466183574878,45422.61,13765.343695652171,0.6006006758260702,0.0,263.78060067582607,91.16526251157485,234.47210067582603,45422.61,13765.343695652171,40066.34049999996,Hikari G,/home/rogerio/Projects/stressum/results/hikari-prod-20260711-201430,summary_json_median,,,,,
hikari-prod-20260711-214850,hikari-prod,4,4,HIKARI_DISCIPLINED,W5_HTAP,open-loop,4,True,13.585990895612541,13.585990895612541,1.7625531917901938,15.348544087402736,15.405228141282423,14351,12703,1648,0.11483520312173368,SQLTransientConnectionException:1648,14847.999,41369.599,111640.575,232849.407,,,,270.39,90.55848410757946,45064.98,13946.816650366747,0.700250775964046,0.0,271.090250775964,91.25873488354351,233.802250775964,45064.98,13946.816650366747,39970.79999999999,Hikari H,/home/rogerio/Projects/stressum/results/hikari-prod-20260711-214850,summary_json_median,,,,,
hikari-prod-20260711-232319,hikari-prod,4,4,HIKARI_DISCIPLINED,W5_HTAP,open-loop,4,True,13.464059732709618,13.464059732709618,1.8887541869884585,15.352813919698075,15.405219903287223,14355,12589,1766,0.12302333681644026,SQLTransientConnectionException:1766,13406.207,47136.767,127467.519,235536.383,,,,268.48,92.54840294840294,46540.41,14169.449582309584,0.7009513268902352,0.0,269.18095132689024,93.24935427529317,233.61095132689024,46540.41,14169.449582309584,39727.132999999994,Hikari I,/home/rogerio/Projects/stressum/results/hikari-prod-20260711-232319,summary_json_median,,,,,
hikari-prod-20260712-005732,hikari-prod,4,4,HIKARI_DISCIPLINED,W5_HTAP,open-loop,4,True,13.766738083133573,13.766738083133573,1.575388942299594,15.342127025433165,15.405228141282423,14345,12872,1473,0.10268386197281283,SQLTransientConnectionException:1473,8695.807,39075.839,110329.85500000001,229900.287,,,,299.22,92.08343137254904,45493.23,13969.455416666666,0.6009766152234363,0.0,299.82097661522346,92.68440798777247,234.1239766152234,45493.23,13969.455416666666,41315.038,Hikari J,/home/rogerio/Projects/stressum/results/hikari-prod-20260712-005732,summary_json_median,,,,,
